,browser,platform,language,cond,counterbalance,codeversion,beginhit,beginexp,endhit,bonus,status,mode,pid,run,final_bonus,displayed_bonus,CODE,DEPTH,COST,MIN_TIME,inspectCost,startTime,bonusRate,variance,branching,first_trial,colors,color_names,time_diff
589,chrome,windows,UNKNOWN,4,0,irlexp7_1_part2,2020-12-09,,2020-12-09,0.0,3,debug,684,2PartPilot3Part2,0.6,0.0,guanaco,0,1,7,1,2020-12-09,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",32.95
590,chrome,windows,UNKNOWN,4,0,irlexp7_1_part2,2020-12-10,,2020-12-10,0.0,3,debug,760,2PartPilot3Part2,0.6,0.0,weasel,0,1,7,1,2020-12-10,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",20.65
591,chrome,windows,UNKNOWN,4,0,irlexp7_1_part2,2020-12-10,,2020-12-10,0.0,3,debug,626,2PartPilot3Part2,,,bighorn,0,1,7,1,2020-12-09,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",24.85
592,chrome,chromeos,UNKNOWN,4,0,irlexp7_1_part2,2020-12-13,,2020-12-13,0.0,3,debug,675,2PartPilot3Part2,0.6,0.0,guanaco,0,1,7,1,2020-12-13,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",30.066666666666666
593,chrome,windows,UNKNOWN,4,0,irlexp7_1_part2,2020-12-08,,2020-12-08,0.0,3,debug,688,2PartPilot3Part2,0.6,0.0,guanaco,0,1,7,1,2020-12-08,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",49.96666666666667
594,chrome,windows,UNKNOWN,4,0,irlexp7_1_part2,2020-12-13,,2020-12-13,0.0,3,debug,656,2PartPilot3Part2,0.6,0.0,porcupine,0,1,7,1,2020-12-13,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",15.983333333333333
595,chrome,chromeos,UNKNOWN,5,0,irlexp7_1_part2,2020-12-16,,2020-12-16,0.0,3,debug,593,2PartPilot3Part2,0.6,0.0,hedgehog,0,1,7,1,2020-12-16,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",47.6
596,chrome,windows,UNKNOWN,5,0,irlexp7_1_part2,2020-12-16,,2020-12-16,0.0,3,debug,691,2PartPilot3Part2,0.6,0.0,guanaco,0,1,7,1,2020-12-15,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",36.9
597,chrome,windows,UNKNOWN,5,0,irlexp7_1_part2,2020-12-08,,2020-12-08,0.0,3,debug,750,2PartPilot3Part2,0.6,0.0,aoudad,0,1,7,1,2020-12-08,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",24.216666666666665
598,chrome,windows,UNKNOWN,5,0,irlexp7_1_part2,2020-12-13,,2020-12-13,0.0,3,debug,637,2PartPilot3Part2,0.6,0.0,chinchilla,0,1,7,1,2020-12-13,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",19.15
599,chrome,chromeos,UNKNOWN,5,0,irlexp7_1_part2,2020-12-11,,2020-12-11,0.0,3,debug,737,2PartPilot3Part2,0.6,0.0,aoudad,0,1,7,1,2020-12-11,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",38.53333333333333
600,chrome,windows,UNKNOWN,5,0,irlexp7_1_part2,2020-12-11,,2020-12-11,0.0,3,debug,763,2PartPilot3Part2,0.6,0.0,weasel,0,1,7,1,2020-12-11,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",27.166666666666668
601,chrome,windows,UNKNOWN,5,0,irlexp7_1_part2,2020-12-08,,2020-12-09,0.0,3,debug,670,2PartPilot3Part2,,,porcupine,0,1,7,1,2020-12-08,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",18.183333333333334
602,chrome,windows,UNKNOWN,5,0,irlexp7_1_part2,2020-12-10,,2020-12-10,0.0,3,debug,700,2PartPilot3Part2,0.6,0.0,walrus,0,1,7,1,2020-12-10,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",36.4
604,chrome,windows,UNKNOWN,5,0,irlexp7_1_part2,2020-12-12,,2020-12-12,0.0,3,debug,620,2PartPilot3Part2,0.6,0.0,bighorn,0,1,7,1,2020-12-11,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",23.516666666666666
605,chrome,windows,UNKNOWN,5,0,irlexp7_1_part2,2020-12-09,,2020-12-09,0.0,3,debug,645,2PartPilot3Part2,0.6,0.0,chinchilla,0,1,7,1,2020-12-09,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",37.483333333333334
606,chrome,windows,UNKNOWN,5,0,irlexp7_1_part2,2020-12-08,,2020-12-08,0.0,3,debug,651,2PartPilot3Part2,0.6,0.0,chinchilla,0,1,7,1,2020-12-08,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",36.86666666666667
607,chrome,windows,UNKNOWN,5,0,irlexp7_1_part2,2020-12-14,,2020-12-14,0.0,3,debug,753,2PartPilot3Part2,,,weasel,0,1,7,1,2020-12-14,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",29.783333333333335
608,chrome,windows,UNKNOWN,5,0,irlexp7_1_part2,2020-12-08,,2020-12-08,0.0,3,debug,706,2PartPilot3Part2,0.6,0.0,walrus,0,1,7,1,2020-12-08,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",37.63333333333333
609,chrome,windows,UNKNOWN,5,0,irlexp7_1_part2,2020-12-08,,2020-12-08,0.0,3,debug,668,2PartPilot3Part2,0.6,0.0,porcupine,0,1,7,1,2020-12-08,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",31.383333333333333
610,firefox,windows,UNKNOWN,5,0,irlexp7_1_part2,2020-12-14,,2020-12-14,0.0,3,debug,692,2PartPilot3Part2,0.6,0.0,walrus,0,1,7,1,2020-12-14,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",44.35
611,firefox,windows,UNKNOWN,5,0,irlexp7_1_part2,2020-12-11,,2020-12-11,0.0,3,debug,666,2PartPilot3Part2,0.6,0.0,porcupine,0,1,7,1,2020-12-10,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",57.06666666666667
612,chrome,windows,UNKNOWN,5,0,irlexp7_1_part2,2020-12-16,,2020-12-16,0.0,3,debug,698,2PartPilot3Part2,0.6,0.0,walrus,0,1,7,1,2020-12-16,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",28.283333333333335
613,firefox,windows,UNKNOWN,6,0,irlexp7_1_part2,2020-12-11,,2020-12-11,0.0,3,debug,643,2PartPilot3Part2,0.6,0.0,chinchilla,0,1,7,1,2020-12-11,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",38.833333333333336
614,chrome,windows,UNKNOWN,6,0,irlexp7_1_part2,2020-12-14,,2020-12-14,0.0,3,debug,687,2PartPilot3Part2,0.6,0.0,guanaco,0,1,7,1,2020-12-14,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",27.733333333333334
615,firefox,linux,UNKNOWN,6,0,irlexp7_1_part2,2020-12-11,,2020-12-11,0.0,3,debug,641,2PartPilot3Part2,0.6,0.0,chinchilla,0,1,7,1,2020-12-11,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",52.1
616,chrome,macos,UNKNOWN,6,0,irlexp7_1_part2,2020-12-08,,2020-12-08,0.0,3,debug,790,2PartPilot3Part2,0.6,0.0,rooster,0,1,7,1,2020-12-08,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",36.75
617,chrome,macos,UNKNOWN,6,0,irlexp7_1_part2,2020-12-08,,2020-12-08,0.0,3,debug,710,2PartPilot3Part2,0.6,0.0,walrus,0,1,7,1,2020-12-08,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",25.983333333333334
618,chrome,windows,UNKNOWN,6,0,irlexp7_1_part2,2020-12-08,,2020-12-08,0.0,3,debug,612,2PartPilot3Part2,0.6,0.0,hedgehog,0,1,7,1,2020-12-08,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",21.366666666666667
620,chrome,windows,UNKNOWN,6,0,irlexp7_1_part2,2020-12-08,,2020-12-08,0.0,3,debug,725,2PartPilot3Part2,0.6,0.0,dromedary,0,1,7,1,2020-12-08,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",43.05
621,chrome,windows,UNKNOWN,6,0,irlexp7_1_part2,2020-12-08,,2020-12-09,0.0,3,debug,690,2PartPilot3Part2,0.6,0.0,guanaco,0,1,7,1,2020-12-08,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",11.55
622,chrome,windows,UNKNOWN,6,0,irlexp7_1_part2,2020-12-10,,2020-12-10,0.0,3,debug,653,2PartPilot3Part2,0.6,0.0,chinchilla,0,1,7,1,2020-12-10,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",15.25
623,chrome,macos,UNKNOWN,6,0,irlexp7_1_part2,2020-12-09,,2020-12-09,0.0,3,debug,702,2PartPilot3Part2,0.6,0.0,walrus,0,1,7,1,2020-12-09,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",1.0333333333333334
624,chrome,windows,UNKNOWN,6,0,irlexp7_1_part2,2020-12-09,,2020-12-09,0.0,3,debug,723,2PartPilot3Part2,0.6,0.0,dromedary,0,1,7,1,2020-12-09,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",45.3
625,chrome,windows,UNKNOWN,6,0,irlexp7_1_part2,2020-12-11,,2020-12-11,0.0,3,debug,642,2PartPilot3Part2,0.6,0.0,chinchilla,0,1,7,1,2020-12-11,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",15.516666666666667
626,firefox,windows,UNKNOWN,6,0,irlexp7_1_part2,2020-12-12,,2020-12-12,0.0,3,debug,717,2PartPilot3Part2,,,dromedary,0,1,7,1,2020-12-12,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",55.31666666666667
627,chrome,windows,UNKNOWN,6,0,irlexp7_1_part2,2020-12-12,,2020-12-12,0.0,3,debug,776,2PartPilot3Part2,0.6,0.0,rooster,0,1,7,1,2020-12-12,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",30.283333333333335
628,safari,macos,UNKNOWN,6,0,irlexp7_1_part2,2020-12-14,,2020-12-14,0.0,3,debug,693,2PartPilot3Part2,0.6,0.0,walrus,0,1,7,1,2020-12-14,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",53.416666666666664
629,chrome,windows,UNKNOWN,7,0,irlexp7_1_part2,2020-12-11,,2020-12-11,0.0,3,debug,659,2PartPilot3Part2,0.6,0.0,porcupine,0,1,7,1,2020-12-11,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",8.983333333333333
630,chrome,windows,UNKNOWN,7,0,irlexp7_1_part2,2020-12-09,,2020-12-09,0.0,3,debug,604,2PartPilot3Part2,0.6,0.0,hedgehog,0,1,7,1,2020-12-09,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",19.416666666666668
631,chrome,windows,UNKNOWN,7,0,irlexp7_1_part2,2020-12-10,,2020-12-10,0.0,3,debug,761,2PartPilot3Part2,,,weasel,0,1,7,1,2020-12-10,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",22.733333333333334
632,chrome,macos,UNKNOWN,7,0,irlexp7_1_part2,2020-12-11,,2020-12-11,0.0,3,debug,758,2PartPilot3Part2,0.6,0.0,weasel,0,1,7,1,2020-12-11,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",16.3
633,chrome,windows,UNKNOWN,7,0,irlexp7_1_part2,2020-12-16,,2020-12-16,0.0,3,debug,711,2PartPilot3Part2,0.6,0.0,dromedary,0,1,7,1,2020-12-16,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",18.433333333333334
634,firefox,macos,UNKNOWN,7,0,irlexp7_1_part2,2020-12-09,,2020-12-09,0.0,3,debug,627,2PartPilot3Part2,0.6,0.0,bighorn,0,1,7,1,2020-12-09,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",28.483333333333334
635,chrome,windows,UNKNOWN,7,0,irlexp7_1_part2,2020-12-09,,2020-12-09,0.0,3,debug,683,2PartPilot3Part2,0.6,0.0,guanaco,0,1,7,1,2020-12-09,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",22.1
636,chrome,windows,UNKNOWN,7,0,irlexp7_1_part2,2020-12-08,,2020-12-08,0.0,3,debug,632,2PartPilot3Part2,0.6,0.0,bighorn,0,1,7,1,2020-12-08,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",27.15
637,chrome,windows,UNKNOWN,7,0,irlexp7_1_part2,2020-12-12,,2020-12-12,0.0,3,debug,639,2PartPilot3Part2,0.6,0.0,chinchilla,0,1,7,1,2020-12-12,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",21.433333333333334
638,chrome,windows,UNKNOWN,7,0,irlexp7_1_part2,2020-12-14,,2020-12-14,0.0,3,debug,720,2PartPilot3Part2,0.6,0.0,dromedary,0,1,7,1,2020-12-14,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",25.35
639,chrome,windows,UNKNOWN,7,0,irlexp7_1_part2,2020-12-14,,2020-12-14,0.0,3,debug,655,2PartPilot3Part2,0.6,0.0,porcupine,0,1,7,1,2020-12-14,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",23.066666666666666
640,chrome,macos,UNKNOWN,7,0,irlexp7_1_part2,2020-12-08,,2020-12-08,0.0,3,debug,689,2PartPilot3Part2,0.6,0.0,guanaco,0,1,7,1,2020-12-08,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",33.61666666666667
641,chrome,windows,UNKNOWN,7,0,irlexp7_1_part2,2020-12-08,,2020-12-08,0.0,3,debug,630,2PartPilot3Part2,0.6,0.0,bighorn,0,1,7,1,2020-12-08,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",18.066666666666666
642,chrome,windows,UNKNOWN,7,0,irlexp7_1_part2,2020-12-12,,2020-12-12,0.0,3,debug,676,2PartPilot3Part2,0.6,0.0,guanaco,0,1,7,1,2020-12-12,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",19.083333333333332
643,chrome,windows,UNKNOWN,7,0,irlexp7_1_part2,2020-12-08,,2020-12-08,0.0,3,debug,729,2PartPilot3Part2,,,dromedary,0,1,7,1,2020-12-08,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",2.65
644,chrome,windows,UNKNOWN,7,0,irlexp7_1_part2,2020-12-16,,2020-12-16,0.0,3,debug,649,2PartPilot3Part2,0.6,0.0,chinchilla,0,1,7,1,2020-12-15,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",27.433333333333334
645,chrome,macos,UNKNOWN,8,0,irlexp7_1_part2,2020-12-14,,2020-12-14,0.0,3,debug,636,2PartPilot3Part2,0.6,0.0,chinchilla,0,1,7,1,2020-12-14,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",22.5
646,chrome,windows,UNKNOWN,8,0,irlexp7_1_part2,2020-12-09,,2020-12-09,0.0,3,debug,644,2PartPilot3Part2,0.6,0.0,chinchilla,0,1,7,1,2020-12-09,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",51.11666666666667
647,chrome,windows,UNKNOWN,8,0,irlexp7_1_part2,2020-12-09,,2020-12-09,0.0,3,debug,705,2PartPilot3Part2,0.6,0.0,walrus,0,1,7,1,2020-12-09,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",44.03333333333333
648,chrome,chromeos,UNKNOWN,8,0,irlexp7_1_part2,2020-12-11,,2020-12-11,0.0,3,debug,741,2PartPilot3Part2,0.6,0.0,aoudad,0,1,7,1,2020-12-10,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",25.35
649,chrome,windows,UNKNOWN,8,0,irlexp7_1_part2,2020-12-08,,2020-12-08,0.0,3,debug,768,2PartPilot3Part2,0.6,0.0,weasel,0,1,7,1,2020-12-08,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",32.61666666666667
650,chrome,macos,UNKNOWN,8,0,irlexp7_1_part2,2020-12-11,,2020-12-11,0.0,3,debug,742,2PartPilot3Part2,0.6,0.0,aoudad,0,1,7,1,2020-12-11,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",29.25
651,chrome,windows,UNKNOWN,8,0,irlexp7_1_part2,2020-12-11,,2020-12-11,0.0,3,debug,680,2PartPilot3Part2,0.6,0.0,guanaco,0,1,7,1,2020-12-11,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",23.9
652,chrome,windows,UNKNOWN,8,0,irlexp7_1_part2,2020-12-08,,2020-12-08,0.0,3,debug,686,2PartPilot3Part2,0.6,0.0,guanaco,0,1,7,1,2020-12-08,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",31.2
653,chrome,windows,UNKNOWN,8,0,irlexp7_1_part2,2020-12-11,,2020-12-11,0.0,3,debug,719,2PartPilot3Part2,0.6,0.0,dromedary,0,1,7,1,2020-12-11,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",29.8
654,chrome,windows,UNKNOWN,8,0,irlexp7_1_part2,2020-12-16,,2020-12-16,0.0,3,debug,613,2PartPilot3Part2,0.6,0.0,hedgehog,0,1,7,1,2020-12-15,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",23.833333333333332
655,chrome,windows,UNKNOWN,8,0,irlexp7_1_part2,2020-12-16,,2020-12-16,0.0,3,debug,613,2PartPilot3Part2,0.6,0.0,hedgehog,0,1,7,1,2020-12-15,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",23.833333333333332
656,chrome,windows,UNKNOWN,8,0,irlexp7_1_part2,2020-12-16,,2020-12-16,0.0,3,debug,613,2PartPilot3Part2,,,hedgehog,0,1,7,1,2020-12-08,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",23.833333333333332
657,chrome,windows,UNKNOWN,8,0,irlexp7_1_part2,2020-12-16,,2020-12-16,0.0,3,debug,613,2PartPilot3Part2,,,hedgehog,0,1,7,1,2020-12-08,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",23.833333333333332
658,chrome,windows,UNKNOWN,3,0,irlexp7_1_part2,2020-12-08,,,0.0,1,debug,613,2PartPilot3Part2,0.6,0.0,hedgehog,0,1,7,1,2020-12-15,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",23.833333333333332
659,chrome,windows,UNKNOWN,3,0,irlexp7_1_part2,2020-12-08,,,0.0,1,debug,613,2PartPilot3Part2,0.6,0.0,hedgehog,0,1,7,1,2020-12-15,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",23.833333333333332
660,chrome,windows,UNKNOWN,3,0,irlexp7_1_part2,2020-12-08,,,0.0,1,debug,613,2PartPilot3Part2,,,hedgehog,0,1,7,1,2020-12-08,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",23.833333333333332
661,chrome,windows,UNKNOWN,3,0,irlexp7_1_part2,2020-12-08,,,0.0,1,debug,613,2PartPilot3Part2,,,hedgehog,0,1,7,1,2020-12-08,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",23.833333333333332
662,chrome,windows,UNKNOWN,8,0,irlexp7_1_part2,2020-12-16,,2020-12-16,0.0,3,debug,751,2PartPilot3Part2,0.6,0.0,weasel,0,1,7,1,2020-12-15,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",21.633333333333333
663,safari,macos,UNKNOWN,8,0,irlexp7_1_part2,2020-12-14,,2020-12-14,0.0,3,debug,616,2PartPilot3Part2,0.6,0.0,bighorn,0,1,7,1,2020-12-14,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",12.266666666666667
664,chrome,windows,UNKNOWN,8,0,irlexp7_1_part2,2020-12-12,,2020-12-12,0.0,3,debug,658,2PartPilot3Part2,0.6,0.0,porcupine,0,1,7,1,2020-12-12,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",30.15
665,chrome,macos,UNKNOWN,8,0,irlexp7_1_part2,2020-12-08,,2020-12-08,0.0,3,debug,727,2PartPilot3Part2,0.6,0.0,dromedary,0,1,7,1,2020-12-08,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",20.766666666666666
666,chrome,windows,UNKNOWN,8,0,irlexp7_1_part2,2020-12-13,,2020-12-13,0.0,3,debug,775,2PartPilot3Part2,0.6,0.0,rooster,0,1,7,1,2020-12-13,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",18.15
667,chrome,linux,UNKNOWN,8,0,irlexp7_1_part2,2020-12-08,,2020-12-08,0.0,3,debug,611,2PartPilot3Part2,0.6,0.0,hedgehog,0,1,7,1,2020-12-08,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",31.616666666666667
668,chrome,macos,UNKNOWN,8,0,irlexp7_1_part2,2020-12-09,,2020-12-09,0.0,3,debug,703,2PartPilot3Part2,0.6,0.0,walrus,0,1,7,1,2020-12-09,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",23.283333333333335
669,chrome,windows,UNKNOWN,9,0,irlexp7_1_part2,2020-12-12,,2020-12-12,0.0,3,debug,682,2PartPilot3Part2,0.6,0.0,guanaco,0,1,7,1,2020-12-11,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",38.15
670,chrome,windows,UNKNOWN,9,0,irlexp7_1_part2,2020-12-14,,2020-12-14,0.0,3,debug,674,2PartPilot3Part2,0.6,0.0,guanaco,0,1,7,1,2020-12-13,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",26.966666666666665
671,chrome,windows,UNKNOWN,9,0,irlexp7_1_part2,2020-12-08,,2020-12-08,0.0,3,debug,769,2PartPilot3Part2,0.6,0.0,weasel,0,1,7,1,2020-12-08,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",24.8
672,chrome,macos,UNKNOWN,9,0,irlexp7_1_part2,2020-12-09,,2020-12-09,0.0,3,debug,708,2PartPilot3Part2,0.6,0.0,walrus,0,1,7,1,2020-12-09,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",40.56666666666667
673,chrome,windows,UNKNOWN,9,0,irlexp7_1_part2,2020-12-13,,2020-12-13,0.0,3,debug,617,2PartPilot3Part2,0.6,0.0,bighorn,0,1,7,1,2020-12-13,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",22.483333333333334
674,chrome,windows,UNKNOWN,9,0,irlexp7_1_part2,2020-12-08,,2020-12-08,0.0,3,debug,608,2PartPilot3Part2,0.6,0.0,hedgehog,0,1,7,1,2020-12-08,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",15.55
675,chrome,windows,UNKNOWN,9,0,irlexp7_1_part2,2020-12-09,,2020-12-09,0.0,3,debug,785,2PartPilot3Part2,0.6,0.0,rooster,0,1,7,1,2020-12-08,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",32.766666666666666
676,chrome,windows,UNKNOWN,9,0,irlexp7_1_part2,2020-12-11,,2020-12-11,0.0,3,debug,602,2PartPilot3Part2,0.6,0.0,hedgehog,0,1,7,1,2020-12-11,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",23.05
677,chrome,windows,UNKNOWN,9,0,irlexp7_1_part2,2020-12-14,,2020-12-14,0.0,3,debug,713,2PartPilot3Part2,0.6,0.0,dromedary,0,1,7,1,2020-12-14,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",12.85
