,browser,platform,language,cond,counterbalance,codeversion,beginhit,beginexp,endhit,bonus,status,mode,pid,run,final_bonus,displayed_bonus,CODE,DEPTH,COST,MIN_TIME,inspectCost,startTime,bonusRate,variance,branching,first_trial,colors,color_names,time_diff
210,chrome,windows,UNKNOWN,5,0,irlexp7_2_part1,2020-12-07,2020-12-07,2020-12-07,0.0,3,debug,709,2PartPilot3Part1,1.32,2.32,walrus,0,1,7,1,2020-12-07,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",24.016666666666666
211,chrome,macos,UNKNOWN,5,0,irlexp7_2_part1,2020-12-07,2020-12-07,2020-12-07,0.0,3,debug,710,2PartPilot3Part1,1.73,2.73,walrus,0,1,7,1,2020-12-07,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",19.6
212,chrome,windows,UNKNOWN,6,0,irlexp7_2_part1,2020-12-15,2020-12-15,2020-12-15,0.0,3,debug,711,2PartPilot3Part1,2.0,3.0,dromedary,0,1,7,1,2020-12-15,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",21.75
213,chrome,windows,UNKNOWN,6,0,irlexp7_2_part1,2020-12-14,2020-12-14,2020-12-14,0.0,3,debug,712,2PartPilot3Part1,2.56,3.56,dromedary,0,1,7,1,2020-12-14,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",24.033333333333335
214,chrome,windows,UNKNOWN,6,0,irlexp7_2_part1,2020-12-13,2020-12-13,2020-12-13,0.0,3,debug,713,2PartPilot3Part1,2.18,3.18,dromedary,0,1,7,1,2020-12-13,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",17.983333333333334
215,chrome,macos,UNKNOWN,6,0,irlexp7_2_part1,2020-12-12,2020-12-12,2020-12-12,0.0,3,debug,714,2PartPilot3Part1,2.53,3.53,dromedary,0,1,7,1,2020-12-12,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",25.116666666666667
216,chrome,windows,UNKNOWN,6,0,irlexp7_2_part1,2020-12-12,2020-12-12,2020-12-12,0.0,3,debug,715,2PartPilot3Part1,1.75,2.75,dromedary,0,1,7,1,2020-12-12,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",29.283333333333335
218,firefox,windows,UNKNOWN,6,0,irlexp7_2_part1,2020-12-11,2020-12-11,2020-12-11,0.0,3,debug,717,2PartPilot3Part1,0.5,1.5,dromedary,0,1,7,1,2020-12-11,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",19.616666666666667
219,chrome,windows,UNKNOWN,6,0,irlexp7_2_part1,2020-12-10,2020-12-10,2020-12-10,0.0,3,debug,718,2PartPilot3Part1,2.51,3.51,dromedary,0,1,7,1,2020-12-10,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",17.916666666666668
220,chrome,windows,UNKNOWN,6,0,irlexp7_2_part1,2020-12-10,2020-12-10,2020-12-10,0.0,3,debug,719,2PartPilot3Part1,2.4,3.4,dromedary,0,1,7,1,2020-12-10,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",23.383333333333333
221,chrome,windows,UNKNOWN,6,0,irlexp7_2_part1,2020-12-10,2020-12-10,2020-12-10,0.0,3,debug,720,2PartPilot3Part1,2.56,3.56,dromedary,0,1,7,1,2020-12-10,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",19.583333333333332
222,firefox,windows,UNKNOWN,6,0,irlexp7_2_part1,2020-12-09,2020-12-09,2020-12-09,0.0,3,debug,721,2PartPilot3Part1,2.12,3.12,dromedary,0,1,7,1,2020-12-09,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",19.75
223,chrome,macos,UNKNOWN,6,0,irlexp7_2_part1,2020-12-09,2020-12-09,2020-12-09,0.0,3,debug,722,2PartPilot3Part1,2.49,3.49,dromedary,0,1,7,1,2020-12-09,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",31.366666666666667
224,chrome,windows,UNKNOWN,6,0,irlexp7_2_part1,2020-12-09,2020-12-09,2020-12-09,0.0,3,debug,723,2PartPilot3Part1,2.52,3.52,dromedary,0,1,7,1,2020-12-08,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",27.783333333333335
225,chrome,windows,UNKNOWN,6,0,irlexp7_2_part1,2020-12-08,2020-12-08,2020-12-08,0.0,3,debug,724,2PartPilot3Part1,1.61,2.61,dromedary,0,1,7,1,2020-12-08,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",22.266666666666666
226,chrome,windows,UNKNOWN,6,0,irlexp7_2_part1,2020-12-08,2020-12-08,2020-12-08,0.0,3,debug,725,2PartPilot3Part1,2.49,3.49,dromedary,0,1,7,1,2020-12-08,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",32.166666666666664
227,firefox,macos,UNKNOWN,6,0,irlexp7_2_part1,2020-12-08,2020-12-08,2020-12-08,0.0,3,debug,726,2PartPilot3Part1,1.59,2.59,dromedary,0,1,7,1,2020-12-07,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",18.383333333333333
228,chrome,macos,UNKNOWN,6,0,irlexp7_2_part1,2020-12-08,2020-12-08,2020-12-08,0.0,3,debug,727,2PartPilot3Part1,2.54,3.54,dromedary,0,1,7,1,2020-12-07,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",22.333333333333332
229,firefox,windows,UNKNOWN,6,0,irlexp7_2_part1,2020-12-07,2020-12-07,2020-12-07,0.0,3,debug,728,2PartPilot3Part1,0.74,1.74,dromedary,0,1,7,1,2020-12-07,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",28.583333333333332
230,chrome,windows,UNKNOWN,6,0,irlexp7_2_part1,2020-12-07,2020-12-07,2020-12-07,0.0,3,debug,729,2PartPilot3Part1,0.61,1.61,dromedary,0,1,7,1,2020-12-07,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",10.233333333333333
231,chrome,macos,UNKNOWN,6,0,irlexp7_2_part1,2020-12-07,2020-12-07,2020-12-07,0.0,3,debug,730,2PartPilot3Part1,0.62,1.62,dromedary,0,1,7,1,2020-12-07,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",15.633333333333333
232,chrome,windows,UNKNOWN,7,0,irlexp7_2_part1,2020-12-15,2020-12-15,2020-12-15,0.0,3,debug,731,2PartPilot3Part1,2.59,3.59,aoudad,0,1,7,1,2020-12-15,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",16.133333333333333
233,firefox,windows,UNKNOWN,7,0,irlexp7_2_part1,2020-12-14,2020-12-14,2020-12-14,0.0,3,debug,732,2PartPilot3Part1,0.92,1.92,aoudad,0,1,7,1,2020-12-14,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",30.416666666666668
234,firefox,macos,UNKNOWN,7,0,irlexp7_2_part1,2020-12-14,2020-12-14,2020-12-14,0.0,3,debug,733,2PartPilot3Part1,0.54,1.54,aoudad,0,1,7,1,2020-12-13,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",25.866666666666667
235,chrome,windows,UNKNOWN,7,0,irlexp7_2_part1,2020-12-13,2020-12-13,2020-12-13,0.0,3,debug,734,2PartPilot3Part1,0.75,1.75,aoudad,0,1,7,1,2020-12-13,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",32.96666666666667
236,chrome,windows,UNKNOWN,7,0,irlexp7_2_part1,2020-12-12,2020-12-12,2020-12-12,0.0,3,debug,735,2PartPilot3Part1,2.5,3.5,aoudad,0,1,7,1,2020-12-12,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",43.53333333333333
237,chrome,windows,UNKNOWN,7,0,irlexp7_2_part1,2020-12-11,2020-12-11,2020-12-11,0.0,3,debug,736,2PartPilot3Part1,1.99,2.99,aoudad,0,1,7,1,2020-12-11,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",32.56666666666667
238,chrome,chromeos,UNKNOWN,7,0,irlexp7_2_part1,2020-12-11,2020-12-11,2020-12-11,0.0,3,debug,737,2PartPilot3Part1,0.45,1.45,aoudad,0,1,7,1,2020-12-10,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",30.0
239,chrome,windows,UNKNOWN,7,0,irlexp7_2_part1,2020-12-10,2020-12-10,2020-12-10,0.0,3,debug,738,2PartPilot3Part1,2.53,3.53,aoudad,0,1,7,1,2020-12-10,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",37.11666666666667
240,chrome,windows,UNKNOWN,7,0,irlexp7_2_part1,2020-12-10,2020-12-10,2020-12-10,0.0,3,debug,739,2PartPilot3Part1,2.63,3.63,aoudad,0,1,7,1,2020-12-09,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",22.233333333333334
241,chrome,macos,UNKNOWN,7,0,irlexp7_2_part1,2020-12-09,2020-12-09,2020-12-09,0.0,3,debug,740,2PartPilot3Part1,2.68,3.68,aoudad,0,1,7,1,2020-12-09,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",16.533333333333335
242,chrome,chromeos,UNKNOWN,7,0,irlexp7_2_part1,2020-12-09,2020-12-09,2020-12-10,0.0,3,debug,741,2PartPilot3Part1,1.85,2.85,aoudad,0,1,7,1,2020-12-09,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",7.883333333333334
243,chrome,macos,UNKNOWN,7,0,irlexp7_2_part1,2020-12-09,2020-12-09,2020-12-09,0.0,3,debug,742,2PartPilot3Part1,2.57,3.57,aoudad,0,1,7,1,2020-12-09,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",25.516666666666666
244,chrome,macos,UNKNOWN,7,0,irlexp7_2_part1,2020-12-08,2020-12-08,2020-12-08,0.0,3,debug,743,2PartPilot3Part1,2.56,3.56,aoudad,0,1,7,1,2020-12-08,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",18.766666666666666
245,chrome,macos,UNKNOWN,7,0,irlexp7_2_part1,2020-12-08,2020-12-08,2020-12-08,0.0,3,debug,744,2PartPilot3Part1,2.79,3.79,aoudad,0,1,7,1,2020-12-08,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",28.1
246,chrome,macos,UNKNOWN,7,0,irlexp7_2_part1,2020-12-08,2020-12-08,2020-12-08,0.0,3,debug,745,2PartPilot3Part1,2.15,3.15,aoudad,0,1,7,1,2020-12-08,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",28.0
247,chrome,macos,UNKNOWN,7,0,irlexp7_2_part1,2020-12-08,2020-12-08,2020-12-08,0.0,3,debug,746,2PartPilot3Part1,2.61,3.61,aoudad,0,1,7,1,2020-12-07,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",16.016666666666666
249,edge,windows,UNKNOWN,7,0,irlexp7_2_part1,2020-12-07,2020-12-07,2020-12-07,0.0,3,debug,748,2PartPilot3Part1,2.19,3.19,aoudad,0,1,7,1,2020-12-07,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",28.633333333333333
250,chrome,macos,UNKNOWN,7,0,irlexp7_2_part1,2020-12-07,2020-12-07,2020-12-07,0.0,3,debug,749,2PartPilot3Part1,2.74,3.74,aoudad,0,1,7,1,2020-12-07,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",26.783333333333335
251,chrome,windows,UNKNOWN,7,0,irlexp7_2_part1,2020-12-07,2020-12-07,2020-12-07,0.0,3,debug,750,2PartPilot3Part1,2.63,3.63,aoudad,0,1,7,1,2020-12-07,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",16.666666666666668
252,chrome,windows,UNKNOWN,8,0,irlexp7_2_part1,2020-12-15,2020-12-15,2020-12-15,0.0,3,debug,751,2PartPilot3Part1,2.75,3.75,weasel,0,1,7,1,2020-12-15,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",18.033333333333335
253,chrome,windows,UNKNOWN,8,0,irlexp7_2_part1,2020-12-14,2020-12-14,2020-12-14,0.0,3,debug,752,2PartPilot3Part1,0.0,1.0,weasel,0,1,7,1,2020-12-14,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",30.383333333333333
254,chrome,windows,UNKNOWN,8,0,irlexp7_2_part1,2020-12-13,2020-12-13,2020-12-13,0.0,3,debug,753,2PartPilot3Part1,2.49,3.49,weasel,0,1,7,1,2020-12-13,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",27.166666666666668
255,chrome,windows,UNKNOWN,8,0,irlexp7_2_part1,2020-12-13,2020-12-13,2020-12-13,0.0,3,debug,754,2PartPilot3Part1,2.39,3.39,weasel,0,1,7,1,2020-12-12,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",20.383333333333333
256,chrome,chromeos,UNKNOWN,8,0,irlexp7_2_part1,2020-12-12,2020-12-12,2020-12-12,0.0,3,debug,755,2PartPilot3Part1,2.7,3.7,weasel,0,1,7,1,2020-12-12,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",28.233333333333334
257,chrome,chromeos,UNKNOWN,8,0,irlexp7_2_part1,2020-12-12,2020-12-12,2020-12-12,0.0,3,debug,756,2PartPilot3Part1,0.44,1.44,weasel,0,1,7,1,2020-12-11,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",14.966666666666667
258,chrome,windows,UNKNOWN,8,0,irlexp7_2_part1,2020-12-11,2020-12-11,2020-12-11,0.0,3,debug,757,2PartPilot3Part1,2.62,3.62,weasel,0,1,7,1,2020-12-10,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",38.8
259,chrome,macos,UNKNOWN,8,0,irlexp7_2_part1,2020-12-10,2020-12-10,2020-12-10,0.0,3,debug,758,2PartPilot3Part1,0.48,1.48,weasel,0,1,7,1,2020-12-10,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",23.683333333333334
260,chrome,windows,UNKNOWN,8,0,irlexp7_2_part1,2020-12-10,2020-12-10,2020-12-10,0.0,3,debug,759,2PartPilot3Part1,0.56,1.56,weasel,0,1,7,1,2020-12-10,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",23.45
261,chrome,windows,UNKNOWN,8,0,irlexp7_2_part1,2020-12-10,2020-12-10,2020-12-10,0.0,3,debug,760,2PartPilot3Part1,2.45,3.45,weasel,0,1,7,1,2020-12-09,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",16.566666666666666
262,chrome,windows,UNKNOWN,8,0,irlexp7_2_part1,2020-12-09,2020-12-09,2020-12-09,0.0,3,debug,761,2PartPilot3Part1,2.41,3.41,weasel,0,1,7,1,2020-12-09,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",29.766666666666666
263,chrome,windows,UNKNOWN,8,0,irlexp7_2_part1,2020-12-09,2020-12-09,2020-12-09,0.0,3,debug,762,2PartPilot3Part1,2.44,3.44,weasel,0,1,7,1,2020-12-09,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",25.15
264,chrome,windows,UNKNOWN,8,0,irlexp7_2_part1,2020-12-09,2020-12-09,2020-12-09,0.0,3,debug,763,2PartPilot3Part1,2.36,3.36,weasel,0,1,7,1,2020-12-08,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",18.966666666666665
265,chrome,windows,UNKNOWN,8,0,irlexp7_2_part1,2020-12-08,2020-12-08,2020-12-08,0.0,3,debug,764,2PartPilot3Part1,2.63,3.63,weasel,0,1,7,1,2020-12-08,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",25.2
266,chrome,windows,UNKNOWN,8,0,irlexp7_2_part1,2020-12-08,2020-12-08,2020-12-08,0.0,3,debug,765,2PartPilot3Part1,2.41,3.41,weasel,0,1,7,1,2020-12-07,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",27.816666666666666
267,chrome,windows,UNKNOWN,8,0,irlexp7_2_part1,2020-12-08,2020-12-08,2020-12-08,0.0,3,debug,766,2PartPilot3Part1,2.15,3.15,weasel,0,1,7,1,2020-12-07,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",13.983333333333333
268,chrome,macos,UNKNOWN,8,0,irlexp7_2_part1,2020-12-08,2020-12-08,2020-12-08,0.0,3,debug,767,2PartPilot3Part1,1.05,2.05,weasel,0,1,7,1,2020-12-07,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",24.416666666666668
269,chrome,windows,UNKNOWN,8,0,irlexp7_2_part1,2020-12-07,2020-12-07,2020-12-07,0.0,3,debug,768,2PartPilot3Part1,0.0,1.0,weasel,0,1,7,1,2020-12-07,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",22.55
270,chrome,windows,UNKNOWN,8,0,irlexp7_2_part1,2020-12-07,2020-12-07,2020-12-07,0.0,3,debug,769,2PartPilot3Part1,1.04,2.04,weasel,0,1,7,1,2020-12-07,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",20.016666666666666
271,chrome,windows,UNKNOWN,8,0,irlexp7_2_part1,2020-12-07,2020-12-07,2020-12-07,0.0,3,debug,770,2PartPilot3Part1,0.52,1.52,weasel,0,1,7,1,2020-12-07,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",23.966666666666665
272,chrome,windows,UNKNOWN,9,0,irlexp7_2_part1,2020-12-15,2020-12-15,2020-12-15,0.0,3,debug,771,2PartPilot3Part1,2.55,3.55,rooster,0,1,7,1,2020-12-15,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",29.316666666666666
273,chrome,windows,UNKNOWN,9,0,irlexp7_2_part1,2020-12-14,2020-12-14,2020-12-14,0.0,3,debug,772,2PartPilot3Part1,2.41,3.41,rooster,0,1,7,1,2020-12-14,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",15.05
274,chrome,windows,UNKNOWN,9,0,irlexp7_2_part1,2020-12-14,2020-12-14,2020-12-14,0.0,3,debug,773,2PartPilot3Part1,0.26,1.26,rooster,0,1,7,1,2020-12-13,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",4.383333333333334
275,chrome,windows,UNKNOWN,9,0,irlexp7_2_part1,2020-12-12,2020-12-12,2020-12-12,0.0,3,debug,774,2PartPilot3Part1,0.14,1.14,rooster,0,1,7,1,2020-12-12,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",34.93333333333333
276,chrome,windows,UNKNOWN,9,0,irlexp7_2_part1,2020-12-12,2020-12-12,2020-12-12,0.0,3,debug,775,2PartPilot3Part1,2.23,3.23,rooster,0,1,7,1,2020-12-12,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",16.3
277,chrome,windows,UNKNOWN,9,0,irlexp7_2_part1,2020-12-11,2020-12-11,2020-12-11,0.0,3,debug,776,2PartPilot3Part1,,,rooster,0,1,7,1,2020-12-11,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",19.8
278,chrome,windows,UNKNOWN,9,0,irlexp7_2_part1,2020-12-11,2020-12-11,2020-12-11,0.0,3,debug,777,2PartPilot3Part1,1.06,2.06,rooster,0,1,7,1,2020-12-11,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",25.416666666666668
279,chrome,windows,UNKNOWN,9,0,irlexp7_2_part1,2020-12-10,2020-12-10,2020-12-10,0.0,3,debug,778,2PartPilot3Part1,0.0,1.0,rooster,0,1,7,1,2020-12-10,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",22.65
280,chrome,windows,UNKNOWN,9,0,irlexp7_2_part1,2020-12-10,2020-12-10,2020-12-10,0.0,3,debug,779,2PartPilot3Part1,2.51,3.51,rooster,0,1,7,1,2020-12-10,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",23.916666666666668
282,chrome,chromeos,UNKNOWN,9,0,irlexp7_2_part1,2020-12-09,2020-12-09,2020-12-09,0.0,3,debug,781,2PartPilot3Part1,2.55,3.55,rooster,0,1,7,1,2020-12-09,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",37.516666666666666
283,chrome,windows,UNKNOWN,9,0,irlexp7_2_part1,2020-12-09,2020-12-09,2020-12-09,0.0,3,debug,782,2PartPilot3Part1,2.53,3.53,rooster,0,1,7,1,2020-12-08,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",21.983333333333334
284,chrome,macos,UNKNOWN,9,0,irlexp7_2_part1,2020-12-09,2020-12-09,2020-12-09,0.0,3,debug,783,2PartPilot3Part1,2.57,3.57,rooster,0,1,7,1,2020-12-08,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",20.966666666666665
285,chrome,macos,UNKNOWN,9,0,irlexp7_2_part1,2020-12-08,2020-12-08,2020-12-08,0.0,3,debug,784,2PartPilot3Part1,2.28,3.28,rooster,0,1,7,1,2020-12-08,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",19.816666666666666
286,chrome,windows,UNKNOWN,9,0,irlexp7_2_part1,2020-12-08,2020-12-08,2020-12-08,0.0,3,debug,785,2PartPilot3Part1,2.6,3.6,rooster,0,1,7,1,2020-12-07,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",22.166666666666668
287,chrome,windows,UNKNOWN,9,0,irlexp7_2_part1,2020-12-08,2020-12-08,2020-12-08,0.0,3,debug,786,2PartPilot3Part1,2.73,3.73,rooster,0,1,7,1,2020-12-07,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",34.233333333333334
288,chrome,windows,UNKNOWN,9,0,irlexp7_2_part1,2020-12-07,2020-12-07,2020-12-07,0.0,3,debug,787,2PartPilot3Part1,0.97,1.97,rooster,0,1,7,1,2020-12-07,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",27.066666666666666
289,chrome,macos,UNKNOWN,9,0,irlexp7_2_part1,2020-12-07,2020-12-07,2020-12-07,0.0,3,debug,788,2PartPilot3Part1,1.83,2.83,rooster,0,1,7,1,2020-12-07,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",17.816666666666666
290,chrome,macos,UNKNOWN,9,0,irlexp7_2_part1,2020-12-07,2020-12-07,2020-12-07,0.0,3,debug,789,2PartPilot3Part1,0.54,1.54,rooster,0,1,7,1,2020-12-07,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",18.283333333333335
291,chrome,macos,UNKNOWN,9,0,irlexp7_2_part1,2020-12-07,2020-12-07,2020-12-07,0.0,3,debug,790,2PartPilot3Part1,0.06,1.06,rooster,0,1,7,1,2020-12-07,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",18.016666666666666
304,chrome,windows,UNKNOWN,6,0,irlexp7_2_part1,2020-12-09,2020-12-09,,0.0,2,debug,803,2PartPilot3Part1,,,dromedary,0,1,7,1,2020-12-08,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",
306,chrome,windows,UNKNOWN,7,0,irlexp7_2_part1,2020-12-13,2020-12-13,,0.0,2,debug,805,2PartPilot3Part1,,,aoudad,0,1,7,1,2020-12-12,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",
316,chrome,windows,UNKNOWN,9,0,irlexp7_2_part1,2020-12-13,2020-12-13,,0.0,2,debug,815,2PartPilot3Part1,,,rooster,0,1,7,1,2020-12-13,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",
318,chrome,windows,UNKNOWN,9,0,irlexp7_2_part1,2020-12-11,2020-12-11,,0.0,2,debug,817,2PartPilot3Part1,,,rooster,0,1,7,1,2020-12-11,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",
402,chrome,windows,UNKNOWN,1,0,irlexp7_part2,2020-11-24,,2020-11-24,0.0,3,debug,276,2PartPilot1Part2,0.6,0.0,guanaco,0,1,7,1,2020-11-24,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",17.416666666666668
