eventtype,value,timestamp,interval,pid,event_num
initialized,,1646841907269,0,2315,0
window_resize,"[1024, 700]",1646841907269,0,2315,1
window_resize,"[1024, 700]",1646841907792,523,2315,2
window_resize,"[1366, 768]",1646841924840,17048,2315,3
window_resize,"[1024, 700]",1646841966396,41556,2315,4
window_resize,"[1298, 700]",1646842126693,160297,2315,5
focus,off,1646842134137,7444,2315,6
focus,on,1646842134137,0,2315,7
focus,off,1646842328392,194255,2315,8
focus,on,1646842328392,0,2315,9
focus,off,1646842392731,64339,2315,10
focus,on,1646842392731,0,2315,11
initialized,,1646837590413,0,2200,0
window_resize,"[1600, 818]",1646837590413,0,2200,1
window_resize,"[1600, 818]",1646837590805,392,2200,2
focus,off,1646837591307,502,2200,3
focus,on,1646837600126,8819,2200,4
window_resize,"[1600, 900]",1646837602401,2275,2200,5
window_resize,"[1600, 818]",1646837604086,1685,2200,6
focus,off,1646837658796,54710,2200,7
focus,on,1646837658796,0,2200,8
initialized,,1646839381238,0,2284,0
window_resize,"[1024, 767]",1646839381239,1,2284,1
window_resize,"[1024, 767]",1646839381763,524,2284,2
window_resize,"[1280, 1024]",1646839384599,2836,2284,3
focus,off,1646839454118,69519,2284,4
focus,on,1646839454118,0,2284,5
window_resize,"[1024, 767]",1646839454341,223,2284,6
initialized,,1646843658575,0,2334,0
window_resize,"[1024, 650]",1646843658575,0,2334,1
window_resize,"[1024, 650]",1646843658942,367,2334,2
window_resize,"[1366, 768]",1646843661576,2634,2334,3
window_resize,"[1024, 650]",1646843662976,1400,2334,4
initialized,,1646843160952,0,2327,0
window_resize,"[1024, 767]",1646843160952,0,2327,1
window_resize,"[1024, 767]",1646843161305,353,2327,2
window_resize,"[1920, 1080]",1646843165944,4639,2327,3
focus,off,1646843354898,188954,2327,4
focus,on,1646843354898,0,2327,5
window_resize,"[1024, 767]",1646843355110,212,2327,6
focus,off,1646843450088,94978,2327,7
focus,on,1646843450088,0,2327,8
focus,off,1646843521529,71441,2327,9
focus,on,1646843521529,0,2327,10
focus,off,1646843649631,128102,2327,11
focus,on,1646843654853,5222,2327,12
focus,off,1646843669559,14706,2327,13
focus,on,1646843678458,8899,2327,14
focus,off,1646843678459,1,2327,15
focus,on,1646843678471,12,2327,16
focus,off,1646843683355,4884,2327,17
focus,on,1646843743535,60180,2327,18
focus,off,1646843751424,7889,2327,19
focus,on,1646843751428,4,2327,20
focus,off,1646843756185,4757,2327,21
focus,on,1646843790557,34372,2327,22
focus,off,1646843790558,1,2327,23
focus,on,1646843790569,11,2327,24
focus,off,1646843795983,5414,2327,25
focus,on,1646848539356,4743373,2327,26
initialized,,1646838644164,0,2269,0
window_resize,"[1024, 768]",1646838644164,0,2269,1
focus,on,1646838644302,138,2269,2
window_resize,"[1024, 768]",1646838644507,205,2269,3
window_resize,"[2560, 1336]",1646838648147,3640,2269,4
window_resize,"[2560, 1440]",1646838650516,2369,2269,5
focus,off,1646838801755,151239,2269,6
focus,on,1646838801755,0,2269,7
focus,off,1646839001750,199995,2269,8
focus,on,1646839001750,0,2269,9
window_resize,"[2560, 1336]",1646839004502,2752,2269,10
window_resize,"[1024, 768]",1646839005262,760,2269,11
initialized,,1646844109532,0,2335,0
window_resize,"[1024, 740]",1646844109532,0,2335,1
window_resize,"[1024, 740]",1646844109869,337,2335,2
window_resize,"[1440, 900]",1646844114603,4734,2335,3
window_resize,"[1024, 740]",1646844332186,217583,2335,4
initialized,,1646838641664,0,2274,0
window_resize,"[1024, 742]",1646838641664,0,2274,1
window_resize,"[1024, 742]",1646838642006,342,2274,2
window_resize,"[1440, 900]",1646838644887,2881,2274,3
focus,off,1646838739959,95072,2274,4
focus,on,1646838740150,191,2274,5
window_resize,"[1024, 742]",1646838740169,19,2274,6
focus,off,1646838741604,1435,2274,7
focus,on,1646839863045,1121441,2274,8
focus,off,1646839964707,101662,2274,9
focus,on,1646839964885,178,2274,10
initialized,,1646847006694,0,2343,0
window_resize,"[1024, 767]",1646847006694,0,2343,1
window_resize,"[1024, 767]",1646847007049,355,2343,2
window_resize,"[1920, 988]",1646847011582,4533,2343,3
window_resize,"[1920, 1080]",1646847014685,3103,2343,4
focus,off,1646847108130,93445,2343,5
focus,on,1646847108131,1,2343,6
window_resize,"[1920, 988]",1646847108348,217,2343,7
focus,off,1646847170163,61815,2343,8
focus,on,1646847170164,1,2343,9
focus,off,1646847210779,40615,2343,10
focus,on,1646847210779,0,2343,11
initialized,,1646837716325,0,2201,0
window_resize,"[1024, 767]",1646837716325,0,2201,1
window_resize,"[1024, 767]",1646837716753,428,2201,2
window_resize,"[1680, 1050]",1646837722474,5721,2201,3
focus,off,1646837902392,179918,2201,4
focus,on,1646837902392,0,2201,5
window_resize,"[1024, 767]",1646837902623,231,2201,6
window_resize,"[1680, 958]",1646838051197,148574,2201,7
window_resize,"[1024, 767]",1646838059508,8311,2201,8
window_resize,"[1024, 466]",1646838062044,2536,2201,9
window_resize,"[1024, 949]",1646838065052,3008,2201,10
window_resize,"[1680, 958]",1646838069895,4843,2201,11
window_resize,"[1024, 466]",1646838073820,3925,2201,12
window_resize,"[1680, 958]",1646838078403,4583,2201,13
initialized,,1646842189966,0,2316,0
window_resize,"[1137, 852]",1646842189966,0,2316,1
window_resize,"[1137, 852]",1646842190322,356,2316,2
window_resize,"[2133, 1200]",1646842242455,52133,2316,3
focus,off,1646842294781,52326,2316,4
focus,on,1646842294781,0,2316,5
window_resize,"[1137, 852]",1646842294987,206,2316,6
initialized,,1646839121795,0,2285,0
window_resize,"[1024, 732]",1646839121795,0,2285,1
focus,on,1646839121994,199,2285,2
window_resize,"[1024, 732]",1646839122198,204,2285,3
window_resize,"[1440, 859]",1646839126122,3924,2285,4
window_resize,"[1440, 900]",1646839127890,1768,2285,5
focus,off,1646839237714,109824,2285,6
focus,on,1646839237714,0,2285,7
window_resize,"[1440, 859]",1646839240270,2556,2285,8
initialized,,1646837670403,0,2202,0
window_resize,"[1024, 767]",1646837670403,0,2202,1
window_resize,"[1024, 767]",1646837670726,323,2202,2
window_resize,"[1600, 900]",1646837675656,4930,2202,3
window_resize,"[1024, 767]",1646837676168,512,2202,4
focus,off,1646837805014,128846,2202,5
focus,on,1646837805014,0,2202,6
focus,off,1646837848441,43427,2202,7
focus,on,1646837848441,0,2202,8
focus,off,1646837881512,33071,2202,9
focus,on,1646837881512,0,2202,10
initialized,,1646844839207,0,2344,0
window_resize,"[1032, 614]",1646844839207,0,2344,1
window_resize,"[1032, 614]",1646844839559,352,2344,2
window_resize,"[1280, 720]",1646844843927,4368,2344,3
window_resize,"[1032, 614]",1646844853115,9188,2344,4
initialized,,1646843108727,0,2317,0
window_resize,"[1024, 648]",1646843108727,0,2317,1
focus,on,1646843108893,166,2317,2
window_resize,"[1024, 648]",1646843109100,207,2317,3
window_resize,"[1366, 664]",1646843110204,1104,2317,4
focus,off,1646843116831,6627,2317,5
focus,on,1646843135530,18699,2317,6
window_resize,"[1366, 768]",1646843137954,2424,2317,7
focus,off,1646843278844,140890,2317,8
focus,on,1646843278844,0,2317,9
focus,off,1646843363062,84218,2317,10
focus,on,1646843363064,2,2317,11
window_resize,"[1366, 664]",1646843372292,9228,2317,12
initialized,,1646842128652,0,2318,0
window_resize,"[1028, 778]",1646842128653,1,2318,1
window_resize,"[1028, 778]",1646842128992,339,2318,2
focus,off,1646842136041,7049,2318,3
focus,on,1646842138637,2596,2318,4
window_resize,"[2752, 1152]",1646842140141,1504,2318,5
window_resize,"[1028, 778]",1646842210787,70646,2318,6
initialized,,1646839914610,0,2314,0
window_resize,"[1026, 660]",1646839914610,0,2314,1
window_resize,"[1026, 660]",1646839915253,643,2314,2
window_resize,"[1026, 660]",1646841987891,2072638,2314,3
window_resize,"[1366, 768]",1646841991754,3863,2314,4
window_resize,"[1026, 660]",1646842007111,15357,2314,5
initialized,,1646837940722,0,2203,0
window_resize,"[1028, 758]",1646837940722,0,2203,1
window_resize,"[1028, 758]",1646837941068,346,2203,2
window_resize,"[1536, 864]",1646837947191,6123,2203,3
focus,off,1646838146039,198848,2203,4
focus,on,1646838146039,0,2203,5
window_resize,"[1028, 758]",1646838146245,206,2203,6
focus,off,1646838225495,79250,2203,7
initialized,,1646846539291,0,2345,0
window_resize,"[1024, 767]",1646846539291,0,2345,1
window_resize,"[1024, 767]",1646846539634,343,2345,2
window_resize,"[2560, 1440]",1646846543411,3777,2345,3
window_resize,"[1024, 767]",1646846547374,3963,2345,4
focus,off,1646846552198,4824,2345,5
focus,on,1646846555334,3136,2345,6
focus,off,1646846559658,4324,2345,7
focus,on,1646846570034,10376,2345,8
focus,off,1646846579912,9878,2345,9
focus,on,1646846584583,4671,2345,10
focus,off,1646846586963,2380,2345,11
focus,on,1646846589136,2173,2345,12
focus,off,1646846598605,9469,2345,13
focus,on,1646846602384,3779,2345,14
focus,off,1646846607584,5200,2345,15
focus,on,1646846648036,40452,2345,16
focus,off,1646846655872,7836,2345,17
focus,on,1646846663264,7392,2345,18
focus,off,1646846668937,5673,2345,19
focus,on,1646846672872,3935,2345,20
focus,off,1646846673372,500,2345,21
focus,on,1646846674584,1212,2345,22
focus,off,1646846772407,97823,2345,23
focus,on,1646846772407,0,2345,24
focus,off,1646846895488,123081,2345,25
focus,on,1646846903850,8362,2345,26
initialized,,1646843038378,0,2329,0
window_resize,"[1024, 671]",1646843038378,0,2329,1
window_resize,"[1024, 671]",1646843039298,920,2329,2
focus,off,1646843049323,10025,2329,3
focus,on,1646843050618,1295,2329,4
focus,off,1646843053011,2393,2329,5
focus,on,1646843085834,32823,2329,6
window_resize,"[1280, 800]",1646843092941,7107,2329,7
focus,off,1646843356294,263353,2329,8
focus,on,1646843356468,174,2329,9
window_resize,"[1024, 671]",1646843356510,42,2329,10
focus,off,1646843419364,62854,2329,11
focus,on,1646843419525,161,2329,12
focus,off,1646843489489,69964,2329,13
focus,on,1646843489660,171,2329,14
initialized,,1646845487689,0,2346,0
window_resize,"[1024, 767]",1646845487689,0,2346,1
window_resize,"[1024, 767]",1646845487995,306,2346,2
window_resize,"[1920, 1080]",1646845519303,31308,2346,3
window_resize,"[1024, 767]",1646845522421,3118,2346,4
focus,off,1646845529093,6672,2346,5
focus,on,1646845886294,357201,2346,6
focus,off,1646845952786,66492,2346,7
focus,on,1646845952787,1,2346,8
initialized,,1646842849765,0,2319,0
window_resize,"[1024, 767]",1646842849766,1,2319,1
window_resize,"[1024, 767]",1646842850578,812,2319,2
window_resize,"[1680, 1050]",1646842861396,10818,2319,3
focus,off,1646843009209,147813,2319,4
focus,on,1646843009210,1,2319,5
window_resize,"[1024, 767]",1646843009428,218,2319,6
focus,off,1646843063540,54112,2319,7
focus,on,1646843063542,2,2319,8
focus,off,1646843063935,393,2319,9
focus,on,1646843066011,2076,2319,10
focus,off,1646843112616,46605,2319,11
focus,on,1646843112617,1,2319,12
initialized,,1646843281813,0,2330,0
window_resize,"[1024, 767]",1646843281814,1,2330,1
window_resize,"[1024, 767]",1646843282270,456,2330,2
window_resize,"[1440, 900]",1646843288001,5731,2330,3
focus,off,1646843469334,181333,2330,4
focus,on,1646843469335,1,2330,5
window_resize,"[1024, 767]",1646843469729,394,2330,6
focus,off,1646843609477,139748,2330,7
focus,on,1646843609478,1,2330,8
focus,off,1646843702295,92817,2330,9
initialized,,1646838007054,0,2204,0
window_resize,"[1024, 767]",1646838007054,0,2204,1
window_resize,"[1024, 767]",1646838007409,355,2204,2
window_resize,"[1920, 1080]",1646838011538,4129,2204,3
window_resize,"[1024, 767]",1646838018433,6895,2204,4
initialized,,1646837722265,0,2205,0
window_resize,"[1024, 631]",1646837722265,0,2205,1
window_resize,"[1024, 631]",1646837722624,359,2205,2
window_resize,"[1200, 750]",1646837726684,4060,2205,3
focus,off,1646837750857,24173,2205,4
focus,on,1646837750859,2,2205,5
window_resize,"[1024, 631]",1646837751098,239,2205,6
initialized,,1646837590601,0,2206,0
window_resize,"[1025, 612]",1646837590601,0,2206,1
window_resize,"[1025, 612]",1646837591178,577,2206,2
window_resize,"[1300, 620]",1646837593340,2162,2206,3
window_resize,"[1300, 731]",1646837594748,1408,2206,4
focus,off,1646837686980,92232,2206,5
focus,on,1646837686982,2,2206,6
window_resize,"[1300, 620]",1646837687215,233,2206,7
focus,off,1646837741182,53967,2206,8
