,success,trial_type,time_elapsed,internal_node_id,view_history,rt,questions,responses,correct,name,reverse_coded,question_id,revealed_states,state_rewards,trial_id,block,trial_index,score,simulation_mode,rewards,path,actions,action_times,queries,displayed_time,trial_time,pid,button_pressed,run,stimulus,browser,platform,language,cond,counterbalance,codeversion,beginhit,beginexp,endhit,bonus,status,mode,DEPTH,COST,MIN_TIME,inspectCost,startTime,bonusRate,variance,branching,first_trial,colors,color_names,final_bonus,displayed_bonus,CODE,time_diff,num_nodes,num_early,num_middle,num_late,num_clicks
1899,,mouselab-mdp,204149.0,0.0-4.0-1.0-9.0,,"[2898, 64, 401]",,,,,,,[],"['', -4, -4, 48, -48, -2, -8, 48, 48, -4, -4, -48, 48]",7160689332333860190,training,9.0,35.0,"[None, None, None]","[-2, -8, 48]","['5', '6', '7']","['right', 'right', 'up']","[3509, 4074, 4970]","{'click': {'state': {'target': ['1', '9', '5'], 'time': [1654, 2141, 2950]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}}",8.61,9329.0,1177,,QuestPilot3,,chrome,windows,UNKNOWN,1,0,irlexp7_3,2020-11-02,2020-11-02,2020-11-02,0.0,3,debug,0,1,7,1,2020-11-02,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",0.9,1.9,bighorn,31.65,3,3,0,0,3
1900,,mouselab-mdp,214287.0,0.0-4.0-1.0-10.0,,"[2449, 40, 325]",,,,,,,[],"['', -2, 8, 24, 48, 2, 4, -24, 24, 4, 8, 48, 24]",2790125680448452122,training,10.0,34.0,"[None, None, None]","[4, 8, 24]","['9', '10', '12']","['left', 'left', 'down']","[3453, 4002, 4830]","{'click': {'state': {'target': ['5', '9'], 'time': [1853, 2839]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}}",10.0,10115.0,1177,,QuestPilot3,,chrome,windows,UNKNOWN,1,0,irlexp7_3,2020-11-02,2020-11-02,2020-11-02,0.0,3,debug,0,1,7,1,2020-11-02,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",0.9,1.9,bighorn,31.65,2,2,0,0,2
1901,,mouselab-mdp,224256.0,0.0-4.0-1.0-11.0,,"[2961, 137, 275]",,,,,,,[],"['', -2, 8, 24, -24, -4, -4, 24, -24, -2, -4, 48, -24]",116491454106625506,training,11.0,14.0,"[None, None, None]","[-4, -4, 24]","['5', '6', '7']","['right', 'right', 'up']","[3622, 4260, 5032]","{'click': {'state': {'target': ['1', '9'], 'time': [1224, 2347]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}}",9.66,9948.0,1177,,QuestPilot3,,chrome,windows,UNKNOWN,1,0,irlexp7_3,2020-11-02,2020-11-02,2020-11-02,0.0,3,debug,0,1,7,1,2020-11-02,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",0.9,1.9,bighorn,31.65,2,2,0,0,2
1902,,mouselab-mdp,234578.0,0.0-4.0-1.0-12.0,,"[2044, 83, 555]",,,,,,,[],"['', -2, 4, -24, -24, -4, -8, 48, -24, 4, -8, -24, 24]",-51234349377613834,training,12.0,-30.0,"[None, None, None]","[4, -8, -24]","['9', '10', '11']","['left', 'left', 'up']","[2875, 3462, 4517]","{'click': {'state': {'target': ['1', '9'], 'time': [1422, 2259]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}}",9.83,10296.0,1177,,QuestPilot3,,chrome,windows,UNKNOWN,1,0,irlexp7_3,2020-11-02,2020-11-02,2020-11-02,0.0,3,debug,0,1,7,1,2020-11-02,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",0.9,1.9,bighorn,31.65,2,2,0,0,2
1903,,mouselab-mdp,244340.0,0.0-4.0-1.0-13.0,,"[2228, 262, 404]",,,,,,,[],"['', -2, 4, -48, -24, -4, -8, -48, -24, -2, 4, -24, 24]",4506983446382794552,training,13.0,-48.0,"[None, None, None]","[-2, 4, -48]","['1', '2', '3']","['up', 'up', 'right']","[2703, 3467, 4368]","{'click': {'state': {'target': ['9', '5'], 'time': [972, 1651]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}}",9.48,9738.0,1177,,QuestPilot3,,chrome,windows,UNKNOWN,1,0,irlexp7_3,2020-11-02,2020-11-02,2020-11-02,0.0,3,debug,0,1,7,1,2020-11-02,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",0.9,1.9,bighorn,31.65,2,2,0,0,2
1904,,mouselab-mdp,252339.0,0.0-4.0-1.0-14.0,,"[2418, 411, 665]",,,,,,,[],"['', -2, -4, 48, 24, -2, -4, -48, -24, -4, -4, 24, 48]",-3177342720159175553,training,14.0,-32.0,"[None, None, None]","[-2, -4, -24]","['5', '6', '8']","['right', 'right', 'down']","[2810, 3731, 4895]","{'click': {'state': {'target': ['9', '1'], 'time': [1415, 2067]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}}",7.39,7972.0,1177,,QuestPilot3,,chrome,windows,UNKNOWN,1,0,irlexp7_3,2020-11-02,2020-11-02,2020-11-02,0.0,3,debug,0,1,7,1,2020-11-02,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",0.9,1.9,bighorn,31.65,2,2,0,0,2
1905,,mouselab-mdp,262430.0,0.0-4.0-1.0-15.0,,"[1380, 82, 384]",,,,,,,[],"['', -2, 8, 24, 24, -2, 4, -24, -48, 2, -4, 24, 48]",6610219811563797093,training,15.0,20.0,"[None, None, None]","[2, -4, 24]","['9', '10', '11']","['left', 'left', 'up']","[2128, 2719, 3604]","{'click': {'state': {'target': ['1', '9'], 'time': [1235, 1703]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}}",9.75,10068.0,1177,,QuestPilot3,,chrome,windows,UNKNOWN,1,0,irlexp7_3,2020-11-02,2020-11-02,2020-11-02,0.0,3,debug,0,1,7,1,2020-11-02,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",0.9,1.9,bighorn,31.65,2,2,0,0,2
1906,,mouselab-mdp,272162.0,0.0-4.0-1.0-16.0,,"[3288, 89, 509]",,,,,,,[],"['', 4, -8, -24, -24, -4, 8, -24, 24, -2, -8, -48, -48]",3457294074559537391,training,16.0,-31.0,"[None, None, None]","[4, -8, -24]","['1', '2', '3']","['up', 'up', 'right']","[3862, 4453, 5457]","{'click': {'state': {'target': ['9', '5', '1'], 'time': [1303, 1784, 2723]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}}",9.57,9705.0,1177,,QuestPilot3,,chrome,windows,UNKNOWN,1,0,irlexp7_3,2020-11-02,2020-11-02,2020-11-02,0.0,3,debug,0,1,7,1,2020-11-02,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",0.9,1.9,bighorn,31.65,3,3,0,0,3
1907,,mouselab-mdp,282689.0,0.0-4.0-1.0-17.0,,"[1776, 51, 771]",,,,,,,[],"['', -4, 4, -48, -24, 4, 4, 24, -48, -2, 4, 48, -48]",-3241889818231129669,training,17.0,-42.0,"[None, None, None]","[4, 4, -48]","['5', '6', '8']","['right', 'right', 'down']","[2860, 3413, 4684]","{'click': {'state': {'target': ['1', '5'], 'time': [1616, 2443]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}}",10.09,10491.0,1177,,QuestPilot3,,chrome,windows,UNKNOWN,1,0,irlexp7_3,2020-11-02,2020-11-02,2020-11-02,0.0,3,debug,0,1,7,1,2020-11-02,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",0.9,1.9,bighorn,31.65,2,2,0,0,2
1908,,mouselab-mdp,291609.0,0.0-4.0-1.0-18.0,,"[2697, 156, 371]",,,,,,,[],"['', -2, -8, -24, 48, 4, 8, 48, -48, -4, -8, -24, -48]",-1966432234622664978,training,18.0,57.0,"[None, None, None]","[4, 8, 48]","['5', '6', '7']","['right', 'right', 'up']","[3231, 3891, 4757]","{'click': {'state': {'target': ['1', '9', '5'], 'time': [981, 1804, 2713]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}}",8.54,8861.0,1177,,QuestPilot3,,chrome,windows,UNKNOWN,1,0,irlexp7_3,2020-11-02,2020-11-02,2020-11-02,0.0,3,debug,0,1,7,1,2020-11-02,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",0.9,1.9,bighorn,31.65,3,3,0,0,3
1909,,mouselab-mdp,299669.0,0.0-4.0-1.0-19.0,,"[1160, 525, 543]",,,,,,,[],"['', 4, -8, 24, 24, 2, 4, -24, 24, 4, -4, 48, -48]",-7876836446114165421,training,19.0,19.0,"[None, None, None]","[4, -8, 24]","['1', '2', '3']","['up', 'up', 'right']","[1636, 2665, 3711]","{'click': {'state': {'target': ['1'], 'time': [1030]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}}",7.48,8035.0,1177,,QuestPilot3,,chrome,windows,UNKNOWN,1,0,irlexp7_3,2020-11-02,2020-11-02,2020-11-02,0.0,3,debug,0,1,7,1,2020-11-02,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",0.9,1.9,bighorn,31.65,1,1,0,0,1
1910,,mouselab-mdp,309571.0,0.0-4.0-1.0-20.0,,"[2761, 128, 923]",,,,,,,[],"['', 2, 8, 48, -24, 2, 8, -24, 24, -4, -4, -48, 24]",-2410285785025730749,test,20.0,-16.0,"[None, None, None]","[2, 8, -24]","['1', '2', '4']","['up', 'up', 'left']","[3366, 3998, 5419]","{'click': {'state': {'target': ['9', '1'], 'time': [1217, 2833]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}}",9.61,9853.0,1177,,QuestPilot3,,chrome,windows,UNKNOWN,1,0,irlexp7_3,2020-11-02,2020-11-02,2020-11-02,0.0,3,debug,0,1,7,1,2020-11-02,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",0.9,1.9,bighorn,31.65,2,2,0,0,2
1911,,mouselab-mdp,319124.0,0.0-4.0-1.0-21.0,,"[3253, 978, 836]",,,,,,,[],"['', -2, 8, 48, 24, -2, 4, -48, 48, 4, -8, -48, -48]",-7383638292178567401,test,21.0,-54.0,"[None, None, None]","[4, -8, -48]","['9', '10', '12']","['left', 'left', 'down']","[4080, 5554, 6890]","{'click': {'state': {'target': ['1', '9'], 'time': [1370, 2201]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}}",8.83,9523.0,1177,,QuestPilot3,,chrome,windows,UNKNOWN,1,0,irlexp7_3,2020-11-02,2020-11-02,2020-11-02,0.0,3,debug,0,1,7,1,2020-11-02,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",0.9,1.9,bighorn,31.65,2,2,0,0,2
1912,,mouselab-mdp,329250.0,0.0-4.0-1.0-22.0,,"[2044, 247, 544]",,,,,,,[],"['', -4, -8, 48, -48, -2, -8, 48, 24, -2, 8, 24, -24]",6221411054408101109,test,22.0,36.0,"[None, None, None]","[-2, -8, 48]","['5', '6', '7']","['right', 'right', 'up']","[2776, 3529, 4576]","{'click': {'state': {'target': ['1', '9'], 'time': [1179, 1887]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}}",9.73,10100.0,1177,,QuestPilot3,,chrome,windows,UNKNOWN,1,0,irlexp7_3,2020-11-02,2020-11-02,2020-11-02,0.0,3,debug,0,1,7,1,2020-11-02,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",0.9,1.9,bighorn,31.65,2,2,0,0,2
1913,,mouselab-mdp,339118.0,0.0-4.0-1.0-23.0,,"[2305, 52, 311]",,,,,,,[],"['', 4, 8, 24, 48, -4, 8, -48, -48, -2, -8, 24, -48]",-2596340847510945257,test,23.0,58.0,"[None, None, None]","[4, 8, 48]","['1', '2', '4']","['up', 'up', 'left']","[2765, 3318, 4128]","{'click': {'state': {'target': ['9', '1'], 'time': [1381, 1866]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}}",9.46,9840.0,1177,,QuestPilot3,,chrome,windows,UNKNOWN,1,0,irlexp7_3,2020-11-02,2020-11-02,2020-11-02,0.0,3,debug,0,1,7,1,2020-11-02,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",0.9,1.9,bighorn,31.65,2,2,0,0,2
1914,,mouselab-mdp,348206.0,0.0-4.0-1.0-24.0,,"[2066, 44, 1266]",,,,,,,[],"['', -2, -8, -48, 24, -4, -4, -24, -48, 2, -8, 24, 24]",8324563381047186377,test,24.0,16.0,"[None, None, None]","[2, -8, 24]","['9', '10', '11']","['left', 'left', 'up']","[2600, 3153, 4917]","{'click': {'state': {'target': ['1', '9'], 'time': [1015, 2054]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}}",8.54,9058.0,1177,,QuestPilot3,,chrome,windows,UNKNOWN,1,0,irlexp7_3,2020-11-02,2020-11-02,2020-11-02,0.0,3,debug,0,1,7,1,2020-11-02,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",0.9,1.9,bighorn,31.65,2,2,0,0,2
1915,,mouselab-mdp,361421.0,0.0-4.0-1.0-25.0,,"[2036, 214, 1018]",,,,,,,[],"['', 4, -8, -48, -24, -2, 8, 24, 48, -2, -8, -48, -24]",6562770673904911116,test,25.0,-29.0,"[None, None, None]","[4, -8, -24]","['1', '2', '4']","['up', 'up', 'left']","[3155, 3865, 5379]","{'click': {'state': {'target': ['1'], 'time': [2598]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}}",9.12,13186.0,1177,,QuestPilot3,,chrome,windows,UNKNOWN,1,0,irlexp7_3,2020-11-02,2020-11-02,2020-11-02,0.0,3,debug,0,1,7,1,2020-11-02,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",0.9,1.9,bighorn,31.65,1,1,0,0,1
1916,,mouselab-mdp,371660.0,0.0-4.0-1.0-26.0,,"[1626, 397, 2045]",,,,,,,[],"['', -4, -8, -48, 24, 2, -8, -48, 48, 2, -8, -24, 24]",-3537338363954667840,test,26.0,-32.0,"[None, None, None]","[2, -8, -24]","['9', '10', '11']","['left', 'left', 'up']","[2345, 3250, 5792]","{'click': {'state': {'target': ['1', '9'], 'time': [1263, 1796]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}}",9.72,10202.0,1177,,QuestPilot3,,chrome,windows,UNKNOWN,1,0,irlexp7_3,2020-11-02,2020-11-02,2020-11-02,0.0,3,debug,0,1,7,1,2020-11-02,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",0.9,1.9,bighorn,31.65,2,2,0,0,2
1917,,mouselab-mdp,382696.0,0.0-4.0-1.0-27.0,,"[1803, 395, 741]",,,,,,,[],"['', 2, -4, -48, 48, -4, -8, -24, -24, -4, 4, -48, 24]",-6157917720371000130,test,27.0,-52.0,"[None, None, None]","[2, -4, -48]","['1', '2', '3']","['up', 'up', 'right']","[2229, 3132, 4370]","{'click': {'state': {'target': ['5', '9'], 'time': [869, 1661]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}}",10.43,10999.0,1177,,QuestPilot3,,chrome,windows,UNKNOWN,1,0,irlexp7_3,2020-11-02,2020-11-02,2020-11-02,0.0,3,debug,0,1,7,1,2020-11-02,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",0.9,1.9,bighorn,31.65,2,2,0,0,2
1918,,mouselab-mdp,392749.0,0.0-4.0-1.0-28.0,,"[1072, 5, 202]",,,,,,,[],"['', 4, -4, 24, -24, -2, -4, -24, -24, 2, -4, 48, 24]",1598574912455297978,test,28.0,46.0,"[None, None, None]","[2, -4, 48]","['9', '10', '11']","['left', 'left', 'up']","[2148, 2651, 3357]","{'click': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}}",9.08,10021.0,1177,,QuestPilot3,,chrome,windows,UNKNOWN,1,0,irlexp7_3,2020-11-02,2020-11-02,2020-11-02,0.0,3,debug,0,1,7,1,2020-11-02,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",0.9,1.9,bighorn,31.65,0,0,0,0,0
1919,,mouselab-mdp,405652.0,0.0-4.0-1.0-29.0,,"[982, 19, 896]",,,,,,,[],"['', 2, -4, -24, -48, 4, -8, 48, -48, 2, -8, 48, -48]",2735284467270541771,test,29.0,44.0,"[None, None, None]","[4, -8, 48]","['5', '6', '7']","['right', 'right', 'up']","[2551, 3075, 4476]","{'click': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}}",11.57,12877.0,1177,,QuestPilot3,,chrome,windows,UNKNOWN,1,0,irlexp7_3,2020-11-02,2020-11-02,2020-11-02,0.0,3,debug,0,1,7,1,2020-11-02,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",0.9,1.9,bighorn,31.65,0,0,0,0,0
1920,,mouselab-mdp,272553.0,0.0-4.0-1.0-0.0,,"[25845, 340, 387]",,,,,,,[],"['', 2, -4, 48, -24, -2, 4, 48, -48, 2, 8, -48, 24]",-302495073277821160,training,0.0,46.0,"[None, None, None]","[-2, 4, 48]","['5', '6', '7']","['right', 'right', 'up']","[29170, 30013, 30908]","{'click': {'state': {'target': ['5', '6', '7', '8'], 'time': [12489, 18537, 19609, 27601]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}}",31.42,34685.0,1178,,QuestPilot3,,chrome,windows,UNKNOWN,1,0,irlexp7_3,2020-11-02,2020-11-02,2020-11-02,0.0,3,debug,0,1,7,1,2020-11-03,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",3.17,4.17,bighorn,6.133333333333334,4,1,1,2,4
1921,,mouselab-mdp,308394.0,0.0-4.0-1.0-1.0,,"[20673, 1552, 252]",,,,,,,[],"['', 4, 8, 24, 48, -4, -8, -24, -24, 4, -4, 24, 48]",-6519267732573937633,training,1.0,48.0,"[None, None, None]","[4, 8, 48]","['1', '2', '4']","['up', 'up', 'left']","[22656, 24743, 25507]","{'click': {'state': {'target': ['9', '10', '11', '12', '1', '2', '4', '3', '5', '6', '7', '8'], 'time': [7522, 9122, 9961, 11273, 14497, 14906, 15330, 16665, 18938, 19562, 20121, 20825]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}}",26.02,35808.0,1178,,QuestPilot3,,chrome,windows,UNKNOWN,1,0,irlexp7_3,2020-11-02,2020-11-02,2020-11-02,0.0,3,debug,0,1,7,1,2020-11-03,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",3.17,4.17,bighorn,6.133333333333334,12,3,3,6,12
1922,,mouselab-mdp,321585.0,0.0-4.0-1.0-2.0,,"[5876, 134, 315]",,,,,,,[],"['', 4, 8, 48, 48, -4, -8, -48, 24, 4, 8, 24, 24]",-5736556951088810154,training,2.0,57.0,"[None, None, None]","[4, 8, 48]","['1', '2', '4']","['up', 'up', 'left']","[7432, 8069, 8899]","{'click': {'state': {'target': ['1', '2', '4'], 'time': [4633, 5593, 6201]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}}",10.55,13159.0,1178,,QuestPilot3,,chrome,windows,UNKNOWN,1,0,irlexp7_3,2020-11-02,2020-11-02,2020-11-02,0.0,3,debug,0,1,7,1,2020-11-03,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",3.17,4.17,bighorn,6.133333333333334,3,1,1,1,3
1923,,mouselab-mdp,336825.0,0.0-4.0-1.0-3.0,,"[9614, 497, 442]",,,,,,,[],"['', -4, 8, -48, 48, 2, -4, 48, -48, 2, -8, 24, -48]",5258592950055133126,training,3.0,43.0,"[None, None, None]","[2, -4, 48]","['5', '6', '7']","['right', 'right', 'up']","[10425, 11428, 12387]","{'click': {'state': {'target': ['5', '6', '7'], 'time': [1502, 2014, 2951]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}}",12.89,15204.0,1178,,QuestPilot3,,chrome,windows,UNKNOWN,1,0,irlexp7_3,2020-11-02,2020-11-02,2020-11-02,0.0,3,debug,0,1,7,1,2020-11-03,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",3.17,4.17,bighorn,6.133333333333334,3,1,1,1,3
1924,,mouselab-mdp,360206.0,0.0-4.0-1.0-4.0,,"[16219, 2088, 230]",,,,,,,[],"['', -4, -4, -24, 24, -2, 4, 24, 24, 2, -8, 48, 48]",-3858448030437113662,training,4.0,30.0,"[None, None, None]","[2, -8, 48]","['9', '10', '12']","['left', 'left', 'down']","[16953, 19549, 20286]","{'click': {'state': {'target': ['1', '2', '9', '10', '5', '6', '7', '8', '12', '11', '3', '4'], 'time': [1570, 2083, 5035, 5635, 6819, 7291, 7987, 8835, 9811, 10507, 14331, 15491]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}}",20.79,23350.0,1178,,QuestPilot3,,chrome,windows,UNKNOWN,1,0,irlexp7_3,2020-11-02,2020-11-02,2020-11-02,0.0,3,debug,0,1,7,1,2020-11-03,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",3.17,4.17,bighorn,6.133333333333334,12,3,3,6,12
1925,,mouselab-mdp,373490.0,0.0-4.0-1.0-5.0,,"[4877, 127, 266]",,,,,,,[],"['', -2, 4, -24, 48, -2, 8, 48, 48, -2, -8, -48, -24]",-832032261454643665,training,5.0,46.0,"[None, None, None]","[-2, 4, 48]","['1', '2', '4']","['up', 'up', 'left']","[6622, 7254, 8025]","{'click': {'state': {'target': ['1', '2', '3', '4'], 'time': [2752, 3336, 4048, 5176]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}}",10.75,13255.0,1178,,QuestPilot3,,chrome,windows,UNKNOWN,1,0,irlexp7_3,2020-11-02,2020-11-02,2020-11-02,0.0,3,debug,0,1,7,1,2020-11-03,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",3.17,4.17,bighorn,6.133333333333334,4,1,1,2,4
