,browser,platform,cond,counterbalance,codeversion,bonus,status,mode,pid,run,final_bonus,displayed_bonus,DEPTH,COST,MIN_TIME,inspectCost,bonusRate,variance,branching,first_trial,time_diff
333,chrome,windows,0,0,0.0.5,0,6,live,315,quest_main,3.26,3.26,0,0,7,1,0.002,2_4_24,312,False,54.66096666666667
334,chrome,windows,0,0,0.0.5,0,6,live,271,quest_main,3.34,3.34,0,0,7,1,0.002,2_4_24,312,False,62.76668333333333
335,chrome,macos,0,0,0.0.5,0,6,live,428,quest_main,2.28,2.28,0,0,7,1,0.002,2_4_24,312,True,27.201983333333335
336,chrome,windows,0,0,0.0.5,0,6,live,353,quest_main,3.32,3.32,0,0,7,1,0.002,2_4_24,312,True,77.76106666666666
337,chrome,windows,0,0,0.0.5,0,6,live,512,quest_main,3.3,3.3,0,0,7,1,0.002,2_4_24,312,False,43.156283333333334
338,chrome,windows,0,0,0.0.5,0,6,live,400,quest_main,2.36,2.36,0,0,7,1,0.002,2_4_24,312,True,38.465
339,chrome,windows,0,0,0.0.5,0,6,live,688,quest_main,3.14,3.14,0,0,7,1,0.002,2_4_24,312,True,95.72733333333333
340,chrome,windows,0,0,0.0.5,0,6,live,613,quest_main,3.11,3.11,0,0,7,1,0.002,2_4_24,312,True,57.5416
341,chrome,windows,0,0,0.0.5,0,6,live,922,quest_main,3.38,3.38,0,0,7,1,0.002,2_4_24,312,False,82.28791666666666
342,chrome,windows,0,0,0.0.5,0,6,live,317,quest_main,2.07,2.07,0,0,7,1,0.002,2_4_24,312,False,115.35925
344,chrome,windows,0,0,0.0.5,0,6,live,274,quest_main,3.05,3.05,0,0,7,1,0.002,2_4_24,312,True,121.83868333333334
345,chrome,windows,0,0,0.0.5,0,6,live,496,quest_main,3.46,3.46,0,0,7,1,0.002,2_4_24,312,True,34.79696666666667
346,chrome,windows,0,0,0.0.5,0,6,live,249,quest_main,2.59,2.59,0,0,7,1,0.002,2_4_24,312,False,75.42115
347,chrome,macos,0,0,0.0.5,0,6,live,429,quest_main,2.86,2.86,0,0,7,1,0.002,2_4_24,312,True,65.16245
348,chrome,windows,0,0,0.0.5,0,6,live,272,quest_main,3.11,3.11,0,0,7,1,0.002,2_4_24,312,False,72.56741666666667
349,chrome,windows,0,0,0.0.5,0,6,live,273,quest_main,3.29,3.29,0,0,7,1,0.002,2_4_24,312,True,55.1193
350,firefox,linux,0,0,0.0.5,0,6,live,316,quest_main,2.97,2.97,0,0,7,1,0.002,2_4_24,312,False,146.47958333333332
351,chrome,windows,0,0,0.0.5,0,6,live,341,quest_main,3.08,3.08,0,0,7,1,0.002,2_4_24,312,False,57.95503333333333
352,chrome,windows,0,0,0.0.5,0,6,live,365,quest_main,3.36,3.36,0,0,7,1,0.002,2_4_24,312,False,84.51796666666667
353,chrome,windows,0,0,0.0.5,0,6,live,570,quest_main,3.11,3.11,0,0,7,1,0.002,2_4_24,312,True,33.65133333333333
354,chrome,windows,0,0,0.0.5,0,6,live,538,quest_main,3.37,3.37,0,0,7,1,0.002,2_4_24,312,True,59.94635
355,chrome,windows,0,0,0.0.5,0,6,live,664,quest_main,2.59,2.59,0,0,7,1,0.002,2_4_24,312,True,101.61561666666667
356,chrome,windows,0,0,0.0.5,0,6,live,769,quest_main,3.35,3.35,0,0,7,1,0.002,2_4_24,312,True,73.455
357,chrome,windows,0,0,0.0.5,0,6,live,913,quest_main,2.88,2.88,0,0,7,1,0.002,2_4_24,312,False,77.18638333333334
358,chrome,windows,0,0,0.0.5,0,6,live,250,quest_main,0.84,0.84,0,0,7,1,0.002,2_4_24,312,False,62.3219
360,chrome,chromeos,0,0,0.0.5,0,6,live,401,quest_main,3.32,3.32,0,0,7,1,0.002,2_4_24,312,False,86.33586666666666
361,chrome,windows,0,0,0.0.5,0,6,live,251,quest_main,3.39,3.39,0,0,7,1,0.002,2_4_24,312,False,86.77876666666667
362,chrome,windows,0,0,0.0.5,0,6,live,252,quest_main,3.44,3.44,0,0,7,1,0.002,2_4_24,312,False,59.68528333333333
363,chrome,macos,0,0,0.0.5,0,6,live,432,quest_main,3.35,3.35,0,0,7,1,0.002,2_4_24,312,True,89.46655
364,chrome,windows,0,0,0.0.5,0,6,live,431,quest_main,3.3,3.3,0,0,7,1,0.002,2_4_24,312,False,69.44713333333333
365,firefox,linux,0,0,0.0.5,0,6,live,318,quest_main,3.19,3.19,0,0,7,1,0.002,2_4_24,312,False,44.3981
366,firefox,windows,0,0,0.0.5,0,6,live,689,quest_main,2.86,2.86,0,0,7,1,0.002,2_4_24,312,True,54.353366666666666
369,chrome,windows,0,0,0.0.5,0,6,live,554,quest_main,3.67,3.67,0,0,7,1,0.002,2_4_24,312,False,104.42825
370,chrome,windows,0,0,0.0.5,0,6,live,555,quest_main,3.37,3.37,0,0,7,1,0.002,2_4_24,312,False,83.42086666666667
371,chrome,windows,0,0,0.0.5,0,6,live,319,quest_main,3.01,3.01,0,0,7,1,0.002,2_4_24,312,False,71.57026666666667
372,chrome,macos,0,0,0.0.5,0,6,live,276,quest_main,3.03,3.03,0,0,7,1,0.002,2_4_24,312,False,76.89015
373,chrome,windows,0,0,0.0.5,0,6,live,369,quest_main,2.91,2.91,0,0,7,1,0.002,2_4_24,312,False,58.84085
374,chrome,windows,0,0,0.0.5,0,6,live,275,quest_main,1.92,1.92,0,0,7,1,0.002,2_4_24,312,True,63.896483333333336
376,chrome,windows,0,0,0.0.5,0,6,live,370,quest_main,3.23,3.23,0,0,7,1,0.002,2_4_24,312,True,80.74593333333333
377,firefox,windows,0,0,0.0.5,0,6,live,479,quest_main,0.76,0.76,0,0,7,1,0.002,2_4_24,312,False,86.68376666666667
378,chrome,macos,0,0,0.0.5,0,6,live,277,quest_main,3.13,3.13,0,0,7,1,0.002,2_4_24,312,False,66.14005
381,chrome,windows,0,0,0.0.5,0,6,live,513,quest_main,0.86,0.86,0,0,7,1,0.002,2_4_24,312,True,68.96836666666667
382,chrome,windows,0,0,0.0.5,0,6,live,279,quest_main,2.79,2.79,0,0,7,1,0.002,2_4_24,312,True,49.68425
383,chrome,windows,0,0,0.0.5,0,6,live,321,quest_main,3.5,3.5,0,0,7,1,0.002,2_4_24,312,False,146.6617
384,chrome,windows,0,0,0.0.5,0,6,live,514,quest_main,3.34,3.34,0,0,7,1,0.002,2_4_24,312,True,56.8016
386,chrome,windows,0,0,0.0.5,0,6,live,278,quest_main,2.53,2.53,0,0,7,1,0.002,2_4_24,312,False,41.70121666666667
387,chrome,windows,0,0,0.0.5,0,6,live,434,quest_main,,,0,0,7,1,0.002,2_4_24,312,True,100.6719
388,chrome,windows,0,0,0.0.5,0,6,live,373,quest_main,3.26,3.26,0,0,7,1,0.002,2_4_24,312,True,67.15956666666666
389,chrome,windows,0,0,0.0.5,0,6,live,402,quest_main,2.54,2.54,0,0,7,1,0.002,2_4_24,312,False,56.93163333333333
390,firefox,windows,0,0,0.0.5,0,6,live,371,quest_main,3.73,3.73,0,0,7,1,0.002,2_4_24,312,True,137.02538333333334
391,chrome,windows,0,0,0.0.5,0,6,live,770,quest_main,3.52,3.52,0,0,7,1,0.002,2_4_24,312,False,93.2736
392,chrome,windows,0,0,0.0.5,0,6,live,498,quest_main,3.26,3.26,0,0,7,1,0.002,2_4_24,312,False,59.205733333333335
394,chrome,macos,0,0,0.0.5,0,6,live,556,quest_main,3.27,3.27,0,0,7,1,0.002,2_4_24,312,True,76.13195
395,chrome,macos,0,0,0.0.5,0,6,live,641,quest_main,3.44,3.44,0,0,7,1,0.002,2_4_24,312,False,64.77715
396,chrome,windows,0,0,0.0.5,0,6,live,322,quest_main,2.02,2.02,0,0,7,1,0.002,2_4_24,312,True,59.297383333333336
398,chrome,windows,0,0,0.0.5,0,6,live,515,quest_main,3.28,3.28,0,0,7,1,0.002,2_4_24,312,False,54.74068333333334
399,firefox,windows,0,0,0.0.5,0,2,live,280,quest_main,2.91,2.91,0,0,7,1,0.002,2_4_24,312,False,95.07698333333333
400,chrome,windows,0,0,0.0.5,0,6,live,375,quest_main,2.52,2.52,0,0,7,1,0.002,2_4_24,312,True,56.807116666666666
401,chrome,windows,0,0,0.0.5,0,6,live,374,quest_main,3.06,3.06,0,0,7,1,0.002,2_4_24,312,True,54.53066666666667
402,chrome,windows,0,0,0.0.5,0,6,live,281,quest_main,3.33,3.33,0,0,7,1,0.002,2_4_24,312,True,57.3899
403,chrome,windows,0,0,0.0.5,0,6,live,690,quest_main,3.23,3.23,0,0,7,1,0.002,2_4_24,312,False,61.77653333333333
404,chrome,windows,0,0,0.0.5,0,6,live,323,quest_main,3.37,3.37,0,0,7,1,0.002,2_4_24,312,False,54.31995
405,chrome,windows,0,0,0.0.5,0,6,live,516,quest_main,3.05,3.05,0,0,7,1,0.002,2_4_24,312,True,49.01153333333333
406,chrome,windows,0,0,0.0.5,0,6,live,539,quest_main,3.26,3.26,0,0,7,1,0.002,2_4_24,312,True,53.2024
407,chrome,windows,0,0,0.0.5,0,6,live,572,quest_main,3.28,3.28,0,0,7,1,0.002,2_4_24,312,True,78.8567
408,chrome,windows,0,0,0.0.5,0,6,live,436,quest_main,3.5,3.5,0,0,7,1,0.002,2_4_24,312,False,53.81283333333333
409,chrome,macos,0,0,0.0.5,0,6,live,435,quest_main,3.25,3.25,0,0,7,1,0.002,2_4_24,312,False,64.56353333333334
410,chrome,windows,0,0,0.0.5,0,6,live,283,quest_main,3.29,3.29,0,0,7,1,0.002,2_4_24,312,False,65.58635
411,chrome,windows,0,0,0.0.5,0,6,live,615,quest_main,3.49,3.49,0,0,7,1,0.002,2_4_24,312,False,69.45846666666667
413,safari,macos,0,0,0.0.5,0,6,live,324,quest_main,3.32,3.32,0,0,7,1,0.002,2_4_24,312,True,52.498466666666666
414,chrome,windows,0,0,0.0.5,0,6,live,517,quest_main,3.14,3.14,0,0,7,1,0.002,2_4_24,312,False,78.4031
415,chrome,windows,0,0,0.0.5,0,6,live,282,quest_main,2.69,2.69,0,0,7,1,0.002,2_4_24,312,True,62.27355
417,chrome,windows,0,0,0.0.5,0,6,live,665,quest_main,3.35,3.35,0,0,7,1,0.002,2_4_24,312,False,30.247666666666667
418,chrome,windows,0,0,0.0.5,0,6,live,500,quest_main,3.02,3.02,0,0,7,1,0.002,2_4_24,312,True,57.517266666666664
419,chrome,windows,0,0,0.0.5,0,6,live,325,quest_main,3.41,3.41,0,0,7,1,0.002,2_4_24,312,False,124.3831
420,chrome,windows,0,0,0.0.5,0,6,live,345,quest_main,3.15,3.15,0,0,7,1,0.002,2_4_24,312,True,41.36783333333333
422,chrome,windows,0,0,0.0.5,0,6,live,284,quest_main,3.24,3.24,0,0,7,1,0.002,2_4_24,312,False,53.34428333333334
423,chrome,windows,0,0,0.0.5,0,6,live,573,quest_main,2.2,2.2,0,0,7,1,0.002,2_4_24,312,False,38.59898333333334
424,chrome,windows,0,0,0.0.5,0,6,live,438,quest_main,3.42,3.42,0,0,7,1,0.002,2_4_24,312,False,53.49986666666667
425,firefox,windows,0,0,0.0.5,0,6,live,437,quest_main,,,0,0,7,1,0.002,2_4_24,312,True,
426,firefox,windows,0,0,0.0.5,0,6,live,574,quest_main,3.26,3.26,0,0,7,1,0.002,2_4_24,312,True,55.7481
427,chrome,windows,0,0,0.0.5,0,6,live,403,quest_main,1.12,1.12,0,0,7,1,0.002,2_4_24,312,True,65.91163333333333
428,chrome,macos,0,0,0.0.5,0,6,live,481,quest_main,3.32,3.32,0,0,7,1,0.002,2_4_24,312,False,45.70975
429,chrome,windows,0,0,0.0.5,0,6,live,616,quest_main,0.0,0.0,0,0,7,1,0.002,2_4_24,312,True,82.05616666666667
430,chrome,macos,0,0,0.0.5,0,6,live,575,quest_main,3.3,3.3,0,0,7,1,0.002,2_4_24,312,False,61.000933333333336
431,chrome,macos,0,0,0.0.5,0,6,live,518,quest_main,3.4,3.4,0,0,7,1,0.002,2_4_24,312,True,74.0738
432,chrome,windows,0,0,0.0.5,0,6,live,617,quest_main,2.98,2.98,0,0,7,1,0.002,2_4_24,312,False,42.83145
433,chrome,windows,0,0,0.0.5,0,6,live,771,quest_main,3.64,3.64,0,0,7,1,0.002,2_4_24,312,True,78.99135
434,chrome,windows,0,0,0.0.5,0,2,live,368,quest_main,,,0,0,7,1,0.002,2_4_24,312,False,76.49708333333334
435,chrome,windows,0,0,0.0.5,0,6,live,376,quest_main,2.58,2.58,0,0,7,1,0.002,2_4_24,312,True,112.17536666666666
436,chrome,windows,0,0,0.0.5,0,6,live,378,quest_main,3.33,3.33,0,0,7,1,0.002,2_4_24,312,True,60.05023333333333
437,chrome,windows,0,0,0.0.5,0,6,live,439,quest_main,2.38,2.38,0,0,7,1,0.002,2_4_24,312,False,39.22488333333333
438,chrome,macos,0,0,0.0.5,0,6,live,377,quest_main,3.35,3.35,0,0,7,1,0.002,2_4_24,312,False,80.6886
439,chrome,windows,0,0,0.0.5,0,6,live,286,quest_main,2.86,2.86,0,0,7,1,0.002,2_4_24,312,False,69.15776666666666
441,chrome,windows,0,0,0.0.5,0,6,live,441,quest_main,3.11,3.11,0,0,7,1,0.002,2_4_24,312,False,31.35165
443,opera,windows,0,0,0.0.5,0,6,live,328,quest_main,3.26,3.26,0,0,7,1,0.002,2_4_24,312,True,79.43301666666666
445,chrome,windows,0,0,0.0.5,0,6,live,327,quest_main,0.23,0.23,0,0,7,1,0.002,2_4_24,312,True,77.93428333333334
446,chrome,windows,0,0,0.0.5,0,6,live,482,quest_main,2.19,2.19,0,0,7,1,0.002,2_4_24,312,True,98.69585
448,chrome,windows,0,0,0.0.5,0,6,live,404,quest_main,,,0,0,7,1,0.002,2_4_24,312,True,59.5664
449,chrome,windows,0,0,0.0.5,0,6,live,344,quest_main,2.94,2.94,0,0,7,1,0.002,2_4_24,312,True,49.85288333333333
450,chrome,windows,0,0,0.0.5,0,6,live,379,quest_main,3.2,3.2,0,0,7,1,0.002,2_4_24,312,False,75.55416666666666
451,chrome,windows,0,0,0.0.5,0,6,live,502,quest_main,1.41,1.41,0,0,7,1,0.002,2_4_24,312,True,102.18946666666666
452,chrome,windows,0,0,0.0.5,0,6,live,711,quest_main,3.13,3.13,0,0,7,1,0.002,2_4_24,312,False,44.69825
453,chrome,windows,0,0,0.0.5,0,6,live,712,quest_main,3.55,3.55,0,0,7,1,0.002,2_4_24,312,True,59.40325
454,chrome,windows,0,0,0.0.5,0,6,live,405,quest_main,3.57,3.57,0,0,7,1,0.002,2_4_24,312,True,36.29326666666667
456,chrome,windows,0,0,0.0.5,0,6,live,380,quest_main,3.4,3.4,0,0,7,1,0.002,2_4_24,312,True,52.79601666666667
457,chrome,windows,0,0,0.0.5,0,6,live,329,quest_main,3.4,3.4,0,0,7,1,0.002,2_4_24,312,True,45.744416666666666
458,chrome,windows,0,0,0.0.5,0,6,live,578,quest_main,3.33,3.33,0,0,7,1,0.002,2_4_24,312,True,55.798833333333334
459,chrome,windows,0,0,0.0.5,0,6,live,442,quest_main,2.94,2.94,0,0,7,1,0.002,2_4_24,312,False,116.93623333333333
460,chrome,windows,0,0,0.0.5,0,6,live,381,quest_main,3.18,3.18,0,0,7,1,0.002,2_4_24,312,True,72.20003333333334
461,chrome,macos,0,0,0.0.5,0,6,live,351,quest_main,0.0,0.0,0,0,7,1,0.002,2_4_24,312,False,76.66451666666667
462,chrome,windows,0,0,0.0.5,0,6,live,382,quest_main,3.24,3.24,0,0,7,1,0.002,2_4_24,312,False,58.823966666666664
464,firefox,windows,0,0,0.0.5,0,6,live,579,quest_main,3.57,3.57,0,0,7,1,0.002,2_4_24,312,True,44.41073333333333
465,chrome,windows,0,0,0.0.5,0,6,live,557,quest_main,2.78,2.78,0,0,7,1,0.002,2_4_24,312,False,88.28498333333333
466,chrome,windows,0,0,0.0.5,0,6,live,503,quest_main,3.08,3.08,0,0,7,1,0.002,2_4_24,312,False,69.03156666666666
467,chrome,windows,0,0,0.0.5,0,6,live,618,quest_main,3.28,3.28,0,0,7,1,0.002,2_4_24,312,False,65.99931666666667
468,chrome,windows,0,0,0.0.5,0,6,live,642,quest_main,3.21,3.21,0,0,7,1,0.002,2_4_24,312,True,109.39091666666667
469,chrome,windows,0,0,0.0.5,0,6,live,384,quest_main,,,0,0,7,1,0.002,2_4_24,312,False,137.08681666666666
471,chrome,macos,0,0,0.0.5,0,6,live,443,quest_main,2.77,2.77,0,0,7,1,0.002,2_4_24,312,False,66.50795
473,chrome,windows,0,0,0.0.5,0,6,live,385,quest_main,3.13,3.13,0,0,7,1,0.002,2_4_24,312,False,61.78815
474,chrome,windows,0,0,0.0.5,0,6,live,406,quest_main,3.31,3.31,0,0,7,1,0.002,2_4_24,312,False,41.45126666666667
475,chrome,windows,0,0,0.0.5,0,6,live,383,quest_main,3.27,3.27,0,0,7,1,0.002,2_4_24,312,True,57.224983333333334
477,chrome,windows,0,0,0.0.5,0,6,live,331,quest_main,3.18,3.18,0,0,7,1,0.002,2_4_24,312,False,127.34083333333334
480,firefox,macos,0,0,0.0.5,0,6,live,346,quest_main,3.22,3.22,0,0,7,1,0.002,2_4_24,312,True,62.4563
482,chrome,windows,0,0,0.0.5,0,6,live,445,quest_main,,,0,0,7,1,0.002,2_4_24,312,True,58.89496666666667
483,chrome,windows,0,0,0.0.5,0,6,live,387,quest_main,2.97,2.97,0,0,7,1,0.002,2_4_24,312,True,93.93921666666667
484,chrome,windows,0,0,0.0.5,0,6,live,386,quest_main,3.24,3.24,0,0,7,1,0.002,2_4_24,312,True,51.61756666666667
485,chrome,windows,0,0,0.0.5,0,6,live,407,quest_main,2.88,2.88,0,0,7,1,0.002,2_4_24,312,True,66.60445
486,chrome,windows,0,0,0.0.5,0,6,live,504,quest_main,1.58,1.58,0,0,7,1,0.002,2_4_24,312,False,61.6125
487,chrome,windows,0,0,0.0.5,0,6,live,446,quest_main,0.74,0.74,0,0,7,1,0.002,2_4_24,312,False,34.59576666666667
488,chrome,windows,0,0,0.0.5,0,6,live,666,quest_main,2.9,2.9,0,0,7,1,0.002,2_4_24,312,False,53.08745
489,chrome,windows,0,0,0.0.5,0,6,live,713,quest_main,2.86,2.86,0,0,7,1,0.002,2_4_24,312,False,28.656766666666666
490,chrome,windows,0,0,0.0.5,0,6,live,541,quest_main,0.65,0.65,0,0,7,1,0.002,2_4_24,312,True,58.40148333333333
491,firefox,macos,0,0,0.0.5,0,6,live,619,quest_main,3.21,3.21,0,0,7,1,0.002,2_4_24,312,True,111.75326666666666
492,firefox,macos,0,0,0.0.5,0,6,live,643,quest_main,2.87,2.87,0,0,7,1,0.002,2_4_24,312,False,60.570433333333334
493,chrome,windows,0,0,0.0.5,0,6,live,875,quest_main,,,0,0,7,1,0.002,2_4_24,312,False,72.0103
494,firefox,windows,0,0,0.0.5,0,6,live,336,quest_main,3.11,3.11,0,0,7,1,0.002,2_4_24,312,False,85.26248333333334
495,chrome,windows,0,0,0.0.5,0,6,live,389,quest_main,1.8,1.8,0,0,7,1,0.002,2_4_24,312,False,34.67668333333334
497,chrome,windows,0,0,0.0.5,0,6,live,334,quest_main,3.42,3.42,0,0,7,1,0.002,2_4_24,312,False,53.9456
498,chrome,windows,0,0,0.0.5,0,6,live,335,quest_main,3.37,3.37,0,0,7,1,0.002,2_4_24,312,True,85.22458333333333
499,chrome,windows,0,0,0.0.5,0,6,live,772,quest_main,3.55,3.55,0,0,7,1,0.002,2_4_24,312,True,49.00366666666667
500,chrome,windows,0,0,0.0.5,0,6,live,505,quest_main,3.18,3.18,0,0,7,1,0.002,2_4_24,312,True,48.88438333333333
501,chrome,windows,0,0,0.0.5,0,6,live,447,quest_main,2.48,2.48,0,0,7,1,0.002,2_4_24,312,False,60.040216666666666
502,chrome,windows,0,0,0.0.5,0,6,live,448,quest_main,2.97,2.97,0,0,7,1,0.002,2_4_24,312,True,45.76676666666667
503,chrome,macos,0,0,0.0.5,0,6,live,542,quest_main,3.09,3.09,0,0,7,1,0.002,2_4_24,312,True,53.74511666666667
504,chrome,windows,0,0,0.0.5,0,6,live,580,quest_main,0.0,0.0,0,0,7,1,0.002,2_4_24,312,False,157.9106
505,chrome,windows,0,0,0.0.5,0,6,live,581,quest_main,2.24,2.24,0,0,7,1,0.002,2_4_24,312,True,54.55975
506,chrome,windows,0,0,0.0.5,0,6,live,582,quest_main,,,0,0,7,1,0.002,2_4_24,312,True,88.47575
507,chrome,windows,0,0,0.0.5,0,6,live,691,quest_main,,,0,0,7,1,0.002,2_4_24,312,False,
508,chrome,windows,0,0,0.0.5,0,6,live,644,quest_main,3.27,3.27,0,0,7,1,0.002,2_4_24,312,True,117.7007
509,chrome,windows,0,0,0.0.5,0,6,live,714,quest_main,2.52,2.52,0,0,7,1,0.002,2_4_24,312,True,62.36615
511,chrome,windows,0,0,0.0.5,0,6,live,396,quest_main,3.48,3.48,0,0,7,1,0.002,2_4_24,312,False,53.9295
512,chrome,macos,0,0,0.0.5,0,6,live,393,quest_main,3.07,3.07,0,0,7,1,0.002,2_4_24,312,False,54.22165
513,opera,windows,0,0,0.0.5,0,6,live,337,quest_main,3.54,3.54,0,0,7,1,0.002,2_4_24,312,True,54.58253333333333
514,chrome,windows,0,0,0.0.5,0,6,live,408,quest_main,3.44,3.44,0,0,7,1,0.002,2_4_24,312,True,78.09188333333333
515,chrome,macos,0,0,0.0.5,0,6,live,409,quest_main,3.24,3.24,0,0,7,1,0.002,2_4_24,312,True,44.4877
516,chrome,macos,0,0,0.0.5,0,6,live,522,quest_main,3.23,3.23,0,0,7,1,0.002,2_4_24,312,True,63.860816666666665
517,chrome,windows,0,0,0.0.5,0,6,live,391,quest_main,3.6,3.6,0,0,7,1,0.002,2_4_24,312,False,36.33761666666667
518,chrome,windows,0,0,0.0.5,0,6,live,392,quest_main,3.22,3.22,0,0,7,1,0.002,2_4_24,312,True,56.159
519,chrome,windows,0,0,0.0.5,0,6,live,338,quest_main,3.22,3.22,0,0,7,1,0.002,2_4_24,312,True,101.9332
520,firefox,windows,0,0,0.0.5,0,6,live,520,quest_main,0.43,0.43,0,0,7,1,0.002,2_4_24,312,False,38.676766666666666
521,chrome,windows,0,0,0.0.5,0,6,live,521,quest_main,3.72,3.72,0,0,7,1,0.002,2_4_24,312,True,63.6877
522,chrome,windows,0,0,0.0.5,0,6,live,692,quest_main,3.43,3.43,0,0,7,1,0.002,2_4_24,312,False,75.67716666666666
525,chrome,windows,0,0,0.0.5,0,6,live,773,quest_main,0.0,0.0,0,0,7,1,0.002,2_4_24,312,False,129.57701666666668
526,chrome,windows,0,0,0.0.5,0,6,live,620,quest_main,3.33,3.33,0,0,7,1,0.002,2_4_24,312,True,84.52233333333334
528,chrome,windows,0,0,0.0.5,0,6,live,774,quest_main,3.3,3.3,0,0,7,1,0.002,2_4_24,312,False,55.5923
529,chrome,windows,0,0,0.0.5,0,6,live,450,quest_main,3.13,3.13,0,0,7,1,0.002,2_4_24,312,False,86.70753333333333
530,chrome,macos,0,0,0.0.5,0,6,live,775,quest_main,3.33,3.33,0,0,7,1,0.002,2_4_24,312,False,38.38078333333333
531,chrome,windows,0,0,0.0.5,0,6,live,451,quest_main,2.88,2.88,0,0,7,1,0.002,2_4_24,312,False,71.92195
532,chrome,windows,0,0,0.0.5,0,6,live,668,quest_main,3.57,3.57,0,0,7,1,0.002,2_4_24,312,True,32.97591666666667
534,chrome,windows,0,0,0.0.5,0,6,live,776,quest_main,3.6,3.6,0,0,7,1,0.002,2_4_24,312,True,75.85155
536,chrome,windows,0,0,0.0.5,0,6,live,667,quest_main,0.0,0.0,0,0,7,1,0.002,2_4_24,312,False,58.4763
537,chrome,windows,0,0,0.0.5,0,6,live,670,quest_main,3.22,3.22,0,0,7,1,0.002,2_4_24,312,False,53.22575
538,chrome,windows,0,0,0.0.5,0,6,live,777,quest_main,2.72,2.72,0,0,7,1,0.002,2_4_24,312,False,45.799366666666664
541,chrome,windows,0,0,0.0.5,0,6,live,543,quest_main,,,0,0,7,1,0.002,2_4_24,312,False,69.7971
542,chrome,windows,0,0,0.0.5,0,6,live,717,quest_main,3.12,3.12,0,0,7,1,0.002,2_4_24,312,True,69.55503333333333
543,chrome,macos,0,0,0.0.5,0,6,live,453,quest_main,2.68,2.68,0,0,7,1,0.002,2_4_24,312,False,53.172666666666665
545,chrome,windows,0,0,0.0.5,0,6,live,524,quest_main,3.26,3.26,0,0,7,1,0.002,2_4_24,312,True,100.0359
547,chrome,windows,0,0,0.0.5,0,6,live,671,quest_main,0.75,0.75,0,0,7,1,0.002,2_4_24,312,True,48.9441
548,chrome,windows,0,0,0.0.5,0,6,live,525,quest_main,,,0,0,7,1,0.002,2_4_24,312,False,
549,chrome,windows,0,0,0.0.5,0,6,live,693,quest_main,3.39,3.39,0,0,7,1,0.002,2_4_24,312,False,52.896033333333335
550,chrome,windows,0,0,0.0.5,0,6,live,454,quest_main,3.19,3.19,0,0,7,1,0.002,2_4_24,312,False,86.0858
551,chrome,windows,0,0,0.0.5,0,6,live,584,quest_main,3.08,3.08,0,0,7,1,0.002,2_4_24,312,True,51.2135
552,chrome,windows,0,0,0.0.5,0,6,live,456,quest_main,3.29,3.29,0,0,7,1,0.002,2_4_24,312,False,54.60425
553,firefox,windows,0,0,0.0.5,0,6,live,455,quest_main,2.69,2.69,0,0,7,1,0.002,2_4_24,312,True,57.10391666666667
554,chrome,windows,0,0,0.0.5,0,6,live,586,quest_main,3.2,3.2,0,0,7,1,0.002,2_4_24,312,True,84.76661666666666
555,chrome,macos,0,0,0.0.5,0,6,live,544,quest_main,2.4,2.4,0,0,7,1,0.002,2_4_24,312,True,47.087716666666665
556,chrome,macos,0,0,0.0.5,0,6,live,696,quest_main,2.61,2.61,0,0,7,1,0.002,2_4_24,312,True,67.95336666666667
557,chrome,windows,0,0,0.0.5,0,6,live,585,quest_main,3.19,3.19,0,0,7,1,0.002,2_4_24,312,True,95.78101666666667
558,chrome,windows,0,0,0.0.5,0,6,live,621,quest_main,,,0,0,7,1,0.002,2_4_24,312,False,93.46143333333333
559,chrome,windows,0,0,0.0.5,0,6,live,778,quest_main,1.46,1.46,0,0,7,1,0.002,2_4_24,312,False,89.42323333333333
560,chrome,windows,0,0,0.0.5,0,6,live,526,quest_main,2.91,2.91,0,0,7,1,0.002,2_4_24,312,False,147.36313333333334
562,chrome,windows,0,0,0.0.5,0,6,live,545,quest_main,3.23,3.23,0,0,7,1,0.002,2_4_24,312,True,155.05218333333335
563,chrome,windows,0,0,0.0.5,0,6,live,587,quest_main,1.23,1.23,0,0,7,1,0.002,2_4_24,312,False,55.37873333333334
564,chrome,windows,0,0,0.0.5,0,6,live,458,quest_main,2.85,2.85,0,0,7,1,0.002,2_4_24,312,True,64.96715
565,chrome,windows,0,0,0.0.5,0,6,live,588,quest_main,2.89,2.89,0,0,7,1,0.002,2_4_24,312,False,64.58858333333333
566,chrome,windows,0,0,0.0.5,0,6,live,718,quest_main,3.35,3.35,0,0,7,1,0.002,2_4_24,312,True,55.6236
567,chrome,windows,0,0,0.0.5,0,6,live,589,quest_main,0.78,0.78,0,0,7,1,0.002,2_4_24,312,True,121.52953333333333
568,chrome,windows,0,0,0.0.5,0,6,live,645,quest_main,3.65,3.65,0,0,7,1,0.002,2_4_24,312,True,49.09236666666666
569,chrome,windows,0,0,0.0.5,0,6,live,876,quest_main,2.69,2.69,0,0,7,1,0.002,2_4_24,312,False,56.907583333333335
571,chrome,windows,0,0,0.0.5,0,6,live,459,quest_main,3.4,3.4,0,0,7,1,0.002,2_4_24,312,False,55.9557
573,chrome,windows,0,0,0.0.5,0,6,live,622,quest_main,3.16,3.16,0,0,7,1,0.002,2_4_24,312,True,73.31278333333333
574,firefox,windows,0,0,0.0.5,0,6,live,546,quest_main,2.68,2.68,0,0,7,1,0.002,2_4_24,312,True,44.477833333333336
