n_steps,i_episode,finished,return,ground_truth,trial_id,actions,rewards,sim_policy,sim_experiment_setting,sim_cost_function,sim_bmps_file,sim_parameter_file,sim_num_trials,sim_seed,sim_back_added_cost,sim_forw_added_cost,sim_distance_multiplier,sim_depth_cost_weight,sim_given_cost,sim_kappa,sim_gamma,sim_temp,sim_noise,pid
4,0,True,-0.5154311819780935,"[0.0, -4.0, -8.0, -48.0, -48.0, 4.0, 4.0, 24.0, 48.0, -4.0, -4.0, 24.0, 48.0]",7072607725447389718,8,-1.0,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
4,0,True,-0.5154311819780935,"[0.0, -4.0, -8.0, -48.0, -48.0, 4.0, 4.0, 24.0, 48.0, -4.0, -4.0, 24.0, 48.0]",7072607725447389718,6,-1.0,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
4,0,True,-0.5154311819780935,"[0.0, -4.0, -8.0, -48.0, -48.0, 4.0, 4.0, 24.0, 48.0, -4.0, -4.0, 24.0, 48.0]",7072607725447389718,13,1.4845688180219065,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
12,1,True,-8.614848314578758,"[0.0, -2.0, 8.0, -24.0, -24.0, -2.0, 4.0, -48.0, 24.0, -4.0, -8.0, 48.0, -48.0]",5441343193922839396,3,-1.0,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
12,1,True,-8.614848314578758,"[0.0, -2.0, 8.0, -24.0, -24.0, -2.0, 4.0, -48.0, 24.0, -4.0, -8.0, 48.0, -48.0]",5441343193922839396,9,-1.0,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
12,1,True,-8.614848314578758,"[0.0, -2.0, 8.0, -24.0, -24.0, -2.0, 4.0, -48.0, 24.0, -4.0, -8.0, 48.0, -48.0]",5441343193922839396,4,-1.0,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
12,1,True,-8.614848314578758,"[0.0, -2.0, 8.0, -24.0, -24.0, -2.0, 4.0, -48.0, 24.0, -4.0, -8.0, 48.0, -48.0]",5441343193922839396,7,-1.0,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
12,1,True,-8.614848314578758,"[0.0, -2.0, 8.0, -24.0, -24.0, -2.0, 4.0, -48.0, 24.0, -4.0, -8.0, 48.0, -48.0]",5441343193922839396,12,-1.0,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
12,1,True,-8.614848314578758,"[0.0, -2.0, 8.0, -24.0, -24.0, -2.0, 4.0, -48.0, 24.0, -4.0, -8.0, 48.0, -48.0]",5441343193922839396,5,-1.0,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
12,1,True,-8.614848314578758,"[0.0, -2.0, 8.0, -24.0, -24.0, -2.0, 4.0, -48.0, 24.0, -4.0, -8.0, 48.0, -48.0]",5441343193922839396,8,-1.0,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
12,1,True,-8.614848314578758,"[0.0, -2.0, 8.0, -24.0, -24.0, -2.0, 4.0, -48.0, 24.0, -4.0, -8.0, 48.0, -48.0]",5441343193922839396,2,-1.0,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
12,1,True,-8.614848314578758,"[0.0, -2.0, 8.0, -24.0, -24.0, -2.0, 4.0, -48.0, 24.0, -4.0, -8.0, 48.0, -48.0]",5441343193922839396,6,-1.0,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
12,1,True,-8.614848314578758,"[0.0, -2.0, 8.0, -24.0, -24.0, -2.0, 4.0, -48.0, 24.0, -4.0, -8.0, 48.0, -48.0]",5441343193922839396,10,-1.0,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
12,1,True,-8.614848314578758,"[0.0, -2.0, 8.0, -24.0, -24.0, -2.0, 4.0, -48.0, 24.0, -4.0, -8.0, 48.0, -48.0]",5441343193922839396,13,1.3851516854212416,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
10,2,True,-6.494034145385077,"[0.0, -4.0, 8.0, 48.0, -24.0, -2.0, 8.0, -24.0, -48.0, 4.0, 8.0, -24.0, 48.0]",-3254006420049746783,1,-1.0,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
10,2,True,-6.494034145385077,"[0.0, -4.0, 8.0, 48.0, -24.0, -2.0, 8.0, -24.0, -48.0, 4.0, 8.0, -24.0, 48.0]",-3254006420049746783,5,-1.0,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
10,2,True,-6.494034145385077,"[0.0, -4.0, 8.0, 48.0, -24.0, -2.0, 8.0, -24.0, -48.0, 4.0, 8.0, -24.0, 48.0]",-3254006420049746783,12,-1.0,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
10,2,True,-6.494034145385077,"[0.0, -4.0, 8.0, 48.0, -24.0, -2.0, 8.0, -24.0, -48.0, 4.0, 8.0, -24.0, 48.0]",-3254006420049746783,8,-1.0,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
10,2,True,-6.494034145385077,"[0.0, -4.0, 8.0, 48.0, -24.0, -2.0, 8.0, -24.0, -48.0, 4.0, 8.0, -24.0, 48.0]",-3254006420049746783,6,-1.0,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
10,2,True,-6.494034145385077,"[0.0, -4.0, 8.0, 48.0, -24.0, -2.0, 8.0, -24.0, -48.0, 4.0, 8.0, -24.0, 48.0]",-3254006420049746783,2,-1.0,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
10,2,True,-6.494034145385077,"[0.0, -4.0, 8.0, 48.0, -24.0, -2.0, 8.0, -24.0, -48.0, 4.0, 8.0, -24.0, 48.0]",-3254006420049746783,10,-1.0,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
10,2,True,-6.494034145385077,"[0.0, -4.0, 8.0, 48.0, -24.0, -2.0, 8.0, -24.0, -48.0, 4.0, 8.0, -24.0, 48.0]",-3254006420049746783,9,-1.0,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
10,2,True,-6.494034145385077,"[0.0, -4.0, 8.0, 48.0, -24.0, -2.0, 8.0, -24.0, -48.0, 4.0, 8.0, -24.0, 48.0]",-3254006420049746783,13,1.5059658546149226,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
6,3,True,-2.585786437626905,"[0.0, -2.0, 8.0, 48.0, 24.0, 4.0, 8.0, 48.0, 48.0, -4.0, 4.0, 24.0, 24.0]",806716957540588652,11,-1.0,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
6,3,True,-2.585786437626905,"[0.0, -2.0, 8.0, 48.0, 24.0, 4.0, 8.0, 48.0, 48.0, -4.0, 4.0, 24.0, 24.0]",806716957540588652,12,-1.0,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
6,3,True,-2.585786437626905,"[0.0, -2.0, 8.0, 48.0, 24.0, 4.0, 8.0, 48.0, 48.0, -4.0, 4.0, 24.0, 24.0]",806716957540588652,4,-1.0,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
6,3,True,-2.585786437626905,"[0.0, -2.0, 8.0, 48.0, 24.0, 4.0, 8.0, 48.0, 48.0, -4.0, 4.0, 24.0, 24.0]",806716957540588652,2,-1.0,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
6,3,True,-2.585786437626905,"[0.0, -2.0, 8.0, 48.0, 24.0, 4.0, 8.0, 48.0, 48.0, -4.0, 4.0, 24.0, 24.0]",806716957540588652,13,1.4142135623730951,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
11,4,True,-7.585786437626905,"[0.0, 2.0, 4.0, -48.0, 24.0, -4.0, 8.0, 24.0, -48.0, 4.0, -8.0, 48.0, 24.0]",8563081952235477328,12,-1.0,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
11,4,True,-7.585786437626905,"[0.0, 2.0, 4.0, -48.0, 24.0, -4.0, 8.0, 24.0, -48.0, 4.0, -8.0, 48.0, 24.0]",8563081952235477328,7,-1.0,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
11,4,True,-7.585786437626905,"[0.0, 2.0, 4.0, -48.0, 24.0, -4.0, 8.0, 24.0, -48.0, 4.0, -8.0, 48.0, 24.0]",8563081952235477328,6,-1.0,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
11,4,True,-7.585786437626905,"[0.0, 2.0, 4.0, -48.0, 24.0, -4.0, 8.0, 24.0, -48.0, 4.0, -8.0, 48.0, 24.0]",8563081952235477328,4,-1.0,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
11,4,True,-7.585786437626905,"[0.0, 2.0, 4.0, -48.0, 24.0, -4.0, 8.0, 24.0, -48.0, 4.0, -8.0, 48.0, 24.0]",8563081952235477328,10,-1.0,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
11,4,True,-7.585786437626905,"[0.0, 2.0, 4.0, -48.0, 24.0, -4.0, 8.0, 24.0, -48.0, 4.0, -8.0, 48.0, 24.0]",8563081952235477328,2,-1.0,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
11,4,True,-7.585786437626905,"[0.0, 2.0, 4.0, -48.0, 24.0, -4.0, 8.0, 24.0, -48.0, 4.0, -8.0, 48.0, 24.0]",8563081952235477328,9,-1.0,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
11,4,True,-7.585786437626905,"[0.0, 2.0, 4.0, -48.0, 24.0, -4.0, 8.0, 24.0, -48.0, 4.0, -8.0, 48.0, 24.0]",8563081952235477328,1,-1.0,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
11,4,True,-7.585786437626905,"[0.0, 2.0, 4.0, -48.0, 24.0, -4.0, 8.0, 24.0, -48.0, 4.0, -8.0, 48.0, 24.0]",8563081952235477328,8,-1.0,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
11,4,True,-7.585786437626905,"[0.0, 2.0, 4.0, -48.0, 24.0, -4.0, 8.0, 24.0, -48.0, 4.0, -8.0, 48.0, 24.0]",8563081952235477328,13,1.4142135623730951,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
2,5,True,0.0,"[0.0, -4.0, 8.0, -48.0, 48.0, 2.0, -4.0, 48.0, -48.0, 2.0, -8.0, 24.0, -48.0]",5258592950055133126,13,0.0,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
6,6,True,-2.533521219788319,"[0.0, 2.0, 4.0, 24.0, 48.0, 2.0, -4.0, -24.0, -48.0, -2.0, -8.0, 48.0, -48.0]",-7082365920985033127,9,-1.0,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
6,6,True,-2.533521219788319,"[0.0, 2.0, 4.0, 24.0, 48.0, 2.0, -4.0, -24.0, -48.0, -2.0, -8.0, 48.0, -48.0]",-7082365920985033127,12,-1.0,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
6,6,True,-2.533521219788319,"[0.0, 2.0, 4.0, 24.0, 48.0, 2.0, -4.0, -24.0, -48.0, -2.0, -8.0, 48.0, -48.0]",-7082365920985033127,11,-1.0,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
6,6,True,-2.533521219788319,"[0.0, 2.0, 4.0, 24.0, 48.0, 2.0, -4.0, -24.0, -48.0, -2.0, -8.0, 48.0, -48.0]",-7082365920985033127,1,-1.0,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
6,6,True,-2.533521219788319,"[0.0, 2.0, 4.0, 24.0, 48.0, 2.0, -4.0, -24.0, -48.0, -2.0, -8.0, 48.0, -48.0]",-7082365920985033127,13,1.466478780211681,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
6,7,True,-2.5538744504080753,"[0.0, -4.0, -8.0, 48.0, -48.0, -2.0, -8.0, 48.0, 24.0, -2.0, 8.0, 24.0, -24.0]",6221411054408101109,2,-1.0,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
6,7,True,-2.5538744504080753,"[0.0, -4.0, -8.0, 48.0, -48.0, -2.0, -8.0, 48.0, 24.0, -2.0, 8.0, 24.0, -24.0]",6221411054408101109,3,-1.0,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
6,7,True,-2.5538744504080753,"[0.0, -4.0, -8.0, 48.0, -48.0, -2.0, -8.0, 48.0, 24.0, -2.0, 8.0, 24.0, -24.0]",6221411054408101109,10,-1.0,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
6,7,True,-2.5538744504080753,"[0.0, -4.0, -8.0, 48.0, -48.0, -2.0, -8.0, 48.0, 24.0, -2.0, 8.0, 24.0, -24.0]",6221411054408101109,6,-1.0,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
6,7,True,-2.5538744504080753,"[0.0, -4.0, -8.0, 48.0, -48.0, -2.0, -8.0, 48.0, 24.0, -2.0, 8.0, 24.0, -24.0]",6221411054408101109,13,1.4461255495919247,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
6,8,True,-2.768855586655084,"[0.0, -2.0, 8.0, 24.0, 48.0, 2.0, -4.0, 48.0, -48.0, 2.0, 8.0, 24.0, -48.0]",4460497769895528113,8,-1.0,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
6,8,True,-2.768855586655084,"[0.0, -2.0, 8.0, 24.0, 48.0, 2.0, -4.0, 48.0, -48.0, 2.0, 8.0, 24.0, -48.0]",4460497769895528113,12,-1.0,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
6,8,True,-2.768855586655084,"[0.0, -2.0, 8.0, 24.0, 48.0, 2.0, -4.0, 48.0, -48.0, 2.0, 8.0, 24.0, -48.0]",4460497769895528113,6,-1.0,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
6,8,True,-2.768855586655084,"[0.0, -2.0, 8.0, 24.0, 48.0, 2.0, -4.0, 48.0, -48.0, 2.0, 8.0, 24.0, -48.0]",4460497769895528113,10,-1.0,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
6,8,True,-2.768855586655084,"[0.0, -2.0, 8.0, 24.0, 48.0, 2.0, -4.0, 48.0, -48.0, 2.0, 8.0, 24.0, -48.0]",4460497769895528113,13,1.2311444133449163,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
3,9,True,0.4727333575346888,"[0.0, 4.0, 8.0, 24.0, 48.0, -4.0, -8.0, -24.0, -24.0, 4.0, -4.0, 24.0, 48.0]",-6519267732573937633,4,-1.0,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
3,9,True,0.4727333575346888,"[0.0, 4.0, 8.0, 24.0, 48.0, -4.0, -8.0, -24.0, -24.0, 4.0, -4.0, 24.0, 48.0]",-6519267732573937633,13,1.4727333575346888,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
6,10,True,-2.768855586655084,"[0.0, 4.0, -8.0, -48.0, -24.0, -2.0, 8.0, 24.0, 48.0, -2.0, -8.0, -48.0, -24.0]",6562770673904911116,9,-1.0,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
6,10,True,-2.768855586655084,"[0.0, 4.0, -8.0, -48.0, -24.0, -2.0, 8.0, 24.0, 48.0, -2.0, -8.0, -48.0, -24.0]",6562770673904911116,3,-1.0,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
6,10,True,-2.768855586655084,"[0.0, 4.0, -8.0, -48.0, -24.0, -2.0, 8.0, 24.0, 48.0, -2.0, -8.0, -48.0, -24.0]",6562770673904911116,6,-1.0,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
6,10,True,-2.768855586655084,"[0.0, 4.0, -8.0, -48.0, -24.0, -2.0, 8.0, 24.0, 48.0, -2.0, -8.0, -48.0, -24.0]",6562770673904911116,12,-1.0,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
6,10,True,-2.768855586655084,"[0.0, 4.0, -8.0, -48.0, -24.0, -2.0, 8.0, 24.0, 48.0, -2.0, -8.0, -48.0, -24.0]",6562770673904911116,13,1.2311444133449163,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
5,11,True,-3.0,"[0.0, 2.0, 8.0, 48.0, -24.0, 2.0, 8.0, -24.0, 24.0, -4.0, -4.0, -48.0, 24.0]",-2410285785025730749,9,-1.0,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
5,11,True,-3.0,"[0.0, 2.0, 8.0, 48.0, -24.0, 2.0, 8.0, -24.0, 24.0, -4.0, -4.0, -48.0, 24.0]",-2410285785025730749,4,-1.0,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
5,11,True,-3.0,"[0.0, 2.0, 8.0, 48.0, -24.0, 2.0, 8.0, -24.0, 24.0, -4.0, -4.0, -48.0, 24.0]",-2410285785025730749,10,-1.0,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
5,11,True,-3.0,"[0.0, 2.0, 8.0, 48.0, -24.0, 2.0, 8.0, -24.0, 24.0, -4.0, -4.0, -48.0, 24.0]",-2410285785025730749,13,0.0,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
7,12,True,-3.851301645002965,"[0.0, 4.0, 4.0, 48.0, 24.0, 4.0, -4.0, 24.0, -48.0, -2.0, -8.0, -24.0, -48.0]",566248321882092422,2,-1.0,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
7,12,True,-3.851301645002965,"[0.0, 4.0, 4.0, 48.0, 24.0, 4.0, -4.0, 24.0, -48.0, -2.0, -8.0, -24.0, -48.0]",566248321882092422,11,-1.0,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
7,12,True,-3.851301645002965,"[0.0, 4.0, 4.0, 48.0, 24.0, 4.0, -4.0, 24.0, -48.0, -2.0, -8.0, -24.0, -48.0]",566248321882092422,8,-1.0,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
7,12,True,-3.851301645002965,"[0.0, 4.0, 4.0, 48.0, 24.0, 4.0, -4.0, 24.0, -48.0, -2.0, -8.0, -24.0, -48.0]",566248321882092422,5,-1.0,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
7,12,True,-3.851301645002965,"[0.0, 4.0, 4.0, 48.0, 24.0, 4.0, -4.0, 24.0, -48.0, -2.0, -8.0, -24.0, -48.0]",566248321882092422,6,-1.0,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
7,12,True,-3.851301645002965,"[0.0, 4.0, 4.0, 48.0, 24.0, 4.0, -4.0, 24.0, -48.0, -2.0, -8.0, -24.0, -48.0]",566248321882092422,13,1.148698354997035,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
10,13,True,-6.637795633446257,"[0.0, -2.0, 8.0, 48.0, 24.0, -2.0, 4.0, -48.0, 48.0, 4.0, -8.0, -48.0, -48.0]",-7383638292178567401,5,-1.0,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
10,13,True,-6.637795633446257,"[0.0, -2.0, 8.0, 48.0, 24.0, -2.0, 4.0, -48.0, 48.0, 4.0, -8.0, -48.0, -48.0]",-7383638292178567401,7,-1.0,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
10,13,True,-6.637795633446257,"[0.0, -2.0, 8.0, 48.0, 24.0, -2.0, 4.0, -48.0, 48.0, 4.0, -8.0, -48.0, -48.0]",-7383638292178567401,10,-1.0,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
10,13,True,-6.637795633446257,"[0.0, -2.0, 8.0, 48.0, 24.0, -2.0, 4.0, -48.0, 48.0, 4.0, -8.0, -48.0, -48.0]",-7383638292178567401,6,-1.0,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
10,13,True,-6.637795633446257,"[0.0, -2.0, 8.0, 48.0, 24.0, -2.0, 4.0, -48.0, 48.0, 4.0, -8.0, -48.0, -48.0]",-7383638292178567401,9,-1.0,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
10,13,True,-6.637795633446257,"[0.0, -2.0, 8.0, 48.0, 24.0, -2.0, 4.0, -48.0, 48.0, 4.0, -8.0, -48.0, -48.0]",-7383638292178567401,4,-1.0,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
10,13,True,-6.637795633446257,"[0.0, -2.0, 8.0, 48.0, 24.0, -2.0, 4.0, -48.0, 48.0, 4.0, -8.0, -48.0, -48.0]",-7383638292178567401,12,-1.0,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
10,13,True,-6.637795633446257,"[0.0, -2.0, 8.0, 48.0, 24.0, -2.0, 4.0, -48.0, 48.0, 4.0, -8.0, -48.0, -48.0]",-7383638292178567401,1,-1.0,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
10,13,True,-6.637795633446257,"[0.0, -2.0, 8.0, 48.0, 24.0, -2.0, 4.0, -48.0, 48.0, 4.0, -8.0, -48.0, -48.0]",-7383638292178567401,13,1.362204366553743,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
6,14,True,-2.680492089227106,"[0.0, -2.0, -8.0, 24.0, 24.0, -2.0, -8.0, 24.0, -24.0, 4.0, -4.0, 24.0, -48.0]",7419235085028046283,4,-1.0,SoftmaxPolicy,high_increasing,back_dist_depth_eff_forw,Myopic_VOC,kappa_only,20,91,0,0,0,0,1,0.1,1,1,0,0
